TCGA	Tissue	Group	Pos	Score	IFNA1	IFNA2	IFNGR1	POLR3B	IRF3	IFNGR2	IFNE	TBK1	IFNAR1	IFNB1	TMEM173	POLR3A	IFNG	IFNAR2	IFNK	DDX58
TCGA-BH-A0B4	brca	WT	0	209.56881	0.0	0.0	10.5887	8.1011	9.5737	10.7276	0.0	10.0552	10.949	0.0	9.8279	9.1676	2.4555	8.6278	0.0	10.087
TCGA-EK-A3GN	cesc	WT	0	-863.63570	2.0609	0.3976	11.7276	8.6915	10.6976	10.5096	6.4789	8.2312	10.2994	0.0	9.2959	8.2539	0.0	8.2481	0.3976	8.0989
TCGA-CS-6669	lgg	WT	0	-1808.82958	0.0	0.0	10.4095	8.2158	8.6014	9.9212	0.9338	9.1489	10.731	0.0	7.1133	10.1775	0.0	7.4025	0.0	7.6821
TCGA-BB-7864	hnsc	WT	0	-1188.85427	1.0716	0.0	10.635	8.5644	9.5172	10.143	5.0898	9.4197	9.777	0.0	8.8766	9.6282	0.4513	7.346	0.0	8.9778
TCGA-76-4929	gbm	WT	0	-244.22242	0.0	0.0	10.2426	8.7699	9.315	10.4967	0.0	8.6843	10.8382	0.0	7.9562	8.4557	0.0	9.049	0.0	8.6038
TCGA-HC-8264	prad	WT	0	-665.72108	0.0	0.0	0.0	8.9247	9.4955	10.7674	0.4296	10.1542	11.0143	0.0	8.8464	8.7203	0.4296	7.7895	0.0	8.8818
TCGA-EE-A3JA	skcm	WT	0	878.80658	0.0	0.0	10.6946	8.0221	8.2544	10.7821	0.0	9.1422	10.9947	0.0	8.2264	9.5751	4.0881	8.9855	0.0	8.377
TCGA-32-1980	gbm	WT	0	888.06049	0.0	0.614	11.4248	7.796	9.7278	11.24	0.0	9.1091	10.882	0.614	9.4297	8.8992	1.6426	9.1859	0.0	8.3332
TCGA-B8-4621	kirc	WT	0	813.93423	0.7275	0.0	11.1038	8.0603	9.0996	10.6698	3.1489	9.5379	11.365	0.0	8.328	8.7245	0.7275	9.4521	0.0	8.7189
TCGA-A3-3376	kirc	WT	0	1221.23235	0.0	0.0	10.9497	7.9238	9.4564	10.5287	0.0	9.3327	11.5137	0.32	10.8646	8.9978	1.4531	9.7032	0.0	10.1826
TCGA-CF-A3MG	blca	WT	0	-953.30253	0.0	0.0	10.3422	8.5632	10.5934	12.1754	0.0	9.4659	11.0313	0.0	8.0394	8.6593	0.0	9.5683	0.0	6.5889
TCGA-DK-A1A3	blca	WT	0	121.81316	0.0	0.0	9.476	9.5894	10.6134	10.6283	0.0	9.2443	11.5873	0.0	9.1142	9.3625	2.549	9.1463	0.0	8.0391
TCGA-B6-A3ZX	brca	WT	0	2098.30390	0.0	0.0	10.9212	7.5927	10.3249	10.8889	1.4059	9.3726	10.4741	0.7311	9.4905	9.6019	3.8276	9.5341	0.0	9.3933
TCGA-06-0141	gbm	WT	0	1466.92898	0.0	0.0	12.2314	7.5962	9.8901	11.449	2.0286	9.5906	11.0662	0.5977	8.7709	8.2763	0.5977	9.6384	0.0	8.4953
TCGA-BT-A20R	blca	WT	0	18.40566	0.0	0.0	10.4652	8.4793	10.6087	10.373	5.1743	9.4163	11.3048	0.0	9.2496	7.8743	0.5195	9.2789	0.0	9.8033
TCGA-06-5415	gbm	WT	0	-604.19269	0.0	0.0	10.7474	8.3603	9.6601	11.0628	0.0	9.4368	10.8704	0.0	8.0835	7.9879	0.0	9.2809	0.0	8.6167
TCGA-DD-A73D	lihc	WT	0	-962.42446	0.0	0.0	12.0808	7.173	9.2707	9.4746	0.0	8.4429	10.6317	0.0	5.6552	8.6542	1.1503	7.6762	0.0	8.2279
TCGA-E9-A22A	brca	WT	0	1030.93797	0.0	0.0	10.7729	8.8334	8.8084	11.3338	0.373	9.8351	10.7814	0.669	9.6968	9.1102	3.9499	8.4552	0.0	11.0849
TCGA-EK-A2PM	cesc	WT	0	-1485.69698	0.0	0.0	10.3472	7.9147	9.8772	11.573	0.7828	8.7688	10.4626	0.0	6.3004	7.9168	1.0571	8.0252	0.0	6.4206
TCGA-EL-A3GQ	thca	WT	0	-165.03701	0.4445	0.0	11.6211	7.9273	10.3393	10.8444	5.8399	9.2962	11.6072	0.0	9.4765	9.1204	1.2887	8.8427	0.0	9.0337
TCGA-P8-A6RX	pcpg	WT	0	-392.49576	0.0	0.0	10.8438	7.1127	9.3962	10.7325	0.0	9.0233	10.8958	0.0	9.5593	8.9786	0.0	8.4468	0.0	7.7131
TCGA-KL-8326	kich	WT	0	-1090.13119	0.0	0.0	10.1379	7.8198	9.0939	10.6459	0.5796	8.9681	10.5426	0.0	7.5268	8.4796	0.5796	6.6641	0.0	6.7118
TCGA-E2-A1BC	brca	WT	0	-669.15329	0.0	0.0	10.5718	8.4456	8.7426	11.3292	0.8444	9.7512	11.0194	0.0	8.6707	9.3984	0.0	8.2415	0.0	10.6288
TCGA-BH-A0EE	brca	WT	0	148.99794	0.7394	0.0	11.027	8.0739	10.0124	12.3572	5.6008	9.2868	11.631	3.8469	10.385	8.9699	2.3267	8.5287	0.4165	12.8615
TCGA-BP-4790	kirc	WT	0	1587.64032	1.4932	0.0	11.121	7.8002	9.0358	10.8966	2.2111	9.4905	11.7289	0.0	10.3465	8.9074	5.3552	9.5321	0.0	9.9222
TCGA-CR-7402	hnsc	WT	0	126.17067	0.0	0.0	11.9924	8.7851	9.1548	11.8618	2.3557	9.393	11.083	0.6314	11.1842	9.263	3.2497	10.0879	0.6314	9.2172
TCGA-GN-A262	skcm	WT	0	-1331.65216	0.0	0.0	10.7753	8.6694	10.8505	10.8902	0.0	9.2429	10.0907	0.0	9.6935	8.2327	0.0	9.7346	0.0	8.4505
TCGA-D9-A148	skcm	WT	0	236.99700	0.0	0.0	9.7105	7.8981	9.3554	11.2244	0.0	8.8091	10.5017	0.0	9.2267	9.5187	3.1629	9.366	0.0	7.3408
TCGA-A3-3346	kirc	WT	0	1548.12213	0.5263	0.0	11.8034	7.9743	10.8042	11.8956	4.148	8.9186	10.9252	1.2146	10.8061	8.2389	4.0363	10.5997	0.0	9.742
TCGA-FK-A3SG	thca	WT	0	-331.65062	0.7203	0.0	11.9503	7.5455	10.4233	11.8368	4.8006	8.8159	11.0079	0.0	10.7804	8.006	0.9791	8.6116	0.0	7.9877
TCGA-55-A492	luad	WT	0	173.42544	0.0	0.0	10.4797	7.8027	10.8496	10.6105	1.6519	8.789	10.5244	0.0	10.0468	7.4341	1.879	8.645	0.0	7.847
TCGA-DU-8165	lgg	WT	0	198.43888	0.0	0.808	10.9619	9.2665	9.3926	10.294	1.7015	9.346	10.6034	0.4599	8.8932	8.7869	1.7015	9.0271	0.0	9.0321
TCGA-D8-A1JG	brca	WT	0	805.20943	0.0	0.0	11.426	8.8917	9.6329	10.6908	0.0	9.8446	11.7618	1.9433	8.8775	9.9408	4.72	9.9301	0.0	10.5352
TCGA-BH-A18J	brca	WT	0	-110.56442	0.0	0.0	10.8113	8.3595	10.1541	11.8713	0.0	9.5593	10.9695	1.0345	9.6914	9.5172	0.7646	8.9368	0.4324	10.5776
TCGA-LQ-A4E4	brca	WT	0	-942.13756	0.0	0.0	10.2365	8.8037	9.8786	11.0775	0.0	9.1346	10.6307	0.0	9.2395	9.2955	0.9981	7.8104	0.0	8.2863
TCGA-55-6978	luad	WT	0	2104.05590	0.8822	0.0	12.1096	7.9298	9.6718	10.4291	0.8822	9.1097	11.0555	0.0	11.2221	8.147	3.2375	9.4237	0.0	9.4702
TCGA-FC-A4JI	prad	WT	0	-947.54402	0.0	0.0	10.2815	8.4032	9.4362	10.8818	0.0	9.9519	10.3103	0.0	6.7726	9.349	1.683	7.4057	0.0	7.7439
TCGA-E2-A1LH	brca	WT	0	-200.76647	0.5648	0.0	11.224	8.3838	9.674	10.9428	3.3369	9.3981	11.0556	0.0	8.6426	9.2583	1.9542	8.607	0.0	9.7306
TCGA-EB-A3XE	skcm	WT	0	348.28379	0.0	0.0	9.6521	6.8648	10.5144	11.6491	1.0359	6.8252	10.0432	0.0	10.4235	8.0394	2.2254	8.8109	0.609	7.7711
TCGA-06-0210	gbm	WT	0	1278.79505	0.0	0.0	11.5582	7.8268	9.6169	11.6278	0.0	9.1797	11.4528	0.0	8.7638	8.2616	0.0	9.1625	0.0	7.5718
TCGA-B6-A1KC	brca	WT	0	-723.35527	0.0	0.0	9.737	8.5493	7.7161	9.9714	0.0	9.8416	9.9395	0.4032	8.5343	9.6029	0.0	7.6535	0.0	9.6207
TCGA-50-5931	luad	WT	0	1629.24072	0.0	0.0	12.2022	8.4531	9.1423	10.8608	0.0	9.2528	11.1576	0.0	10.7069	7.7857	0.0	9.3496	0.0	9.3115
TCGA-73-4675	luad	WT	0	381.76474	0.0	0.0	10.5045	7.7486	10.8097	11.0433	0.3893	9.3416	10.6389	0.0	11.6992	8.2315	0.3893	8.3459	0.3893	8.524
TCGA-A1-A0SP	brca	WT	0	410.24863	0.4487	0.0	10.679	8.7311	10.0521	11.3864	1.9703	8.9081	10.3167	1.0666	8.5687	8.8431	1.0666	9.9626	0.7905	9.1799
TCGA-B0-4813	kirc	WT	0	415.94752	0.0	0.0	10.4295	7.1304	10.8956	12.0755	6.1545	9.5762	10.5617	0.7501	10.2228	8.2597	0.7501	9.9684	0.0	9.6244
TCGA-EE-A2GH	skcm	WT	0	2268.24043	0.0	0.0	10.7028	7.4953	10.798	11.8517	0.0	9.7559	10.9556	0.0	9.3103	8.2844	7.2683	9.8354	0.0	8.6583
TCGA-KN-8424	kich	WT	0	153.45371	0.0	0.0	10.7496	8.7291	9.6944	10.599	0.7814	9.2342	10.8415	0.0	8.8743	8.5317	0.0	7.9608	0.443	8.9559
TCGA-CM-6170	coad	WT	0	-30.24552	0.0	0.0	10.9873	7.5994	10.5952	10.4132	0.0	9.4858	9.662	0.5016	8.5532	9.3193	1.6225	7.9186	0.0	8.5988
TCGA-BJ-A28V	thca	WT	0	-1459.67027	0.3502	0.0	10.4304	8.5918	10.084	10.8375	2.4316	8.6373	11.2228	0.0	8.9803	8.7893	0.0	8.0931	0.0	8.3497
TCGA-EL-A3T9	thca	WT	0	380.65433	1.0441	0.0	12.0844	7.4615	10.5178	11.4285	4.6684	9.2272	10.223	0.4372	11.4611	8.8649	0.4372	8.8922	0.0	8.8102
TCGA-IA-A40Y	kirp	WT	0	-399.45810	0.5167	0.0	11.0646	8.1185	10.2014	10.5521	2.9801	9.8756	10.1374	0.0	9.9734	8.496	0.0	9.1508	0.0	8.0309
TCGA-FG-6690	lgg	WT	0	-117.84888	0.0	0.0	11.4697	8.5701	8.6279	9.4669	1.9576	8.6041	10.5902	0.0	8.0527	9.3341	0.0	8.6359	0.0	8.2858
TCGA-14-2554	gbm	WT	0	649.56363	0.0	0.0	12.1011	8.7291	9.6458	11.4933	1.5502	9.8219	10.7856	0.0	8.3228	7.7455	0.5677	9.6835	0.0	8.6654
TCGA-C8-A3M7	brca	WT	0	-30.50871	0.0	0.0	11.342	8.879	9.6148	11.0898	0.7279	9.7135	11.1819	0.0	9.6192	8.6437	0.4094	8.8626	0.0	9.6353
TCGA-D3-A2J8	skcm	WT	0	2334.11843	0.9037	0.0	9.4337	7.8162	10.7455	10.948	5.5414	9.4081	10.1252	1.4551	10.6606	9.3662	6.8965	8.933	0.0	10.9734
TCGA-BH-A0DT	brca	WT	0	-847.93150	0.0	0.0	11.2111	8.1841	8.9411	11.4309	2.1644	9.6544	10.9042	0.0	9.3621	9.4129	2.0341	8.8118	0.0	10.4974
TCGA-S7-A7WM	pcpg	WT	0	-287.51864	0.0	0.0	9.9619	6.9242	9.6855	10.6469	1.8973	9.2841	10.4327	0.6276	8.4392	8.2687	0.6276	8.8575	0.0	8.6652
TCGA-A8-A06U	brca	WT	0	100.39158	0.0	0.0	10.7882	9.3229	10.0374	10.4924	2.0397	10.0049	11.1219	0.0	8.7378	9.1938	3.0687	8.2354	0.0	10.8627
TCGA-DD-A4NG	lihc	WT	0	-79.17410	0.0	0.0	12.2364	8.3166	9.522	9.5834	0.0	9.5601	10.4554	0.0	6.8817	9.2576	1.8416	8.6191	0.0	8.7523
TCGA-DD-A4NE	lihc	WT	0	-597.04501	0.0	0.0	10.6283	8.6583	9.8525	10.0303	0.0	9.2857	10.9753	0.0	7.2805	8.7032	0.6606	8.0416	0.0	8.7487
TCGA-BH-A1FE	brca	WT	0	-57.17264	0.0	0.4346	10.5352	8.1673	9.5751	10.7533	0.0	9.0783	10.9627	0.0	10.0736	8.8675	0.0	8.9975	0.0	8.8686
TCGA-CM-6161	coad	WT	0	89.24155	0.0	0.0	10.9643	8.7586	10.0376	10.9072	1.1921	9.109	10.5744	0.0	9.459	9.4842	2.146	8.4962	0.0	8.3299
TCGA-AO-A1KO	brca	WT	0	-481.68408	0.7391	0.0	12.123	9.0874	7.8426	10.7927	2.004	9.4627	11.3865	0.0	8.5118	9.7718	1.0027	8.6456	0.0	9.0597
TCGA-QR-A70U	pcpg	WT	0	-1111.24914	0.0	0.0	10.5146	7.221	9.2698	10.1886	0.0	9.5588	10.1629	0.0	7.3693	8.3915	0.0	8.2418	0.0	8.2976
TCGA-A4-7286	kirp	WT	0	822.65554	0.0	0.0	10.2484	8.0532	9.73	10.9665	1.344	8.5968	10.8547	0.0	7.5716	8.653	0.0	9.4846	0.0	8.5442
TCGA-CQ-6225	hnsc	WT	0	-794.36508	0.4425	0.0	11.1589	8.499	10.1582	11.235	4.6469	9.0784	10.0248	0.0	8.2799	8.1817	0.0	8.2102	0.4425	7.2148
TCGA-A2-A0CP	brca	WT	0	-167.81615	0.0	0.0	10.8794	8.1692	9.8198	11.1256	2.5089	8.8395	10.4167	0.0	9.7797	8.8118	1.8801	8.0768	0.0	9.2643
TCGA-G9-6385	prad	WT	0	-998.58637	0.0	0.0	10.8741	8.0689	9.7464	11.0993	0.0	8.8955	11.1328	0.0	9.3482	9.0079	0.7721	7.761	0.0	8.3417
TCGA-G4-6307	coad	WT	0	-842.72056	0.0	0.0	9.4373	7.9459	10.8102	11.4471	0.0	8.8577	10.3034	0.0	9.1928	8.2274	0.0	8.4415	0.0	7.1719
TCGA-A8-A0AD	brca	WT	0	403.18455	0.0	0.0	10.7346	8.4332	8.6163	10.9715	0.0	9.842	10.9179	0.9042	8.9855	8.5452	0.5218	7.5626	0.0	9.2796
TCGA-EJ-8474	prad	WT	0	-984.45459	0.0	0.0	10.8809	8.5178	9.6682	11.289	0.5213	9.2868	11.3863	0.0	8.4884	8.9085	1.4545	8.2853	0.0	8.7426
TCGA-PK-A5H9	acc	WT	0	-235.33304	0.0	0.0	10.5589	8.8679	9.4448	7.8206	0.0	9.7431	10.7414	0.0	7.0504	8.9465	1.0334	9.1452	0.0	9.3059
TCGA-HW-A5KK	lgg	WT	0	688.45641	0.0	1.4031	11.7202	7.7878	10.0902	10.3138	0.8658	8.9242	10.7511	0.0	8.2923	8.2809	0.4969	8.7735	0.0	8.4086
TCGA-DJ-A13T	thca	WT	0	-537.04718	0.3743	0.0	11.1469	8.0766	10.1331	11.2956	4.5734	9.4117	11.5045	0.3743	10.6666	9.1668	1.9863	8.5902	0.0	8.6385
TCGA-HT-8104	lgg	WT	0	-687.59597	0.0	0.0	11.4239	8.32	9.5162	10.2943	0.9101	9.2768	10.986	0.3708	7.9061	8.8006	0.6656	8.9923	0.0	8.3592
TCGA-EL-A3CU	thca	WT	0	774.97894	0.4749	0.0	11.2987	7.7218	10.1701	11.0431	3.9829	9.3894	11.4482	0.0	10.5392	8.8882	4.2126	9.2966	0.4749	8.9967
TCGA-41-5651	gbm	WT	0	-1105.49838	0.0	0.0	10.4691	8.3827	8.2571	10.7793	0.6866	8.609	10.4358	0.0	7.9461	8.7768	0.6866	9.4031	0.0	7.4638
TCGA-A8-A076	brca	WT	0	68.48469	0.3774	0.0	10.3453	9.0709	9.1865	10.8105	0.0	9.473	11.4449	0.3774	8.6787	9.1618	0.3774	8.6403	0.0	11.0711
TCGA-OR-A5LM	acc	WT	0	-739.73162	0.0	0.0	10.812	9.5797	10.0668	9.5326	0.0	10.7867	11.4671	0.0	6.5275	8.0375	0.0	7.4287	0.0	8.3155
TCGA-D5-6537	coad	WT	0	-577.61862	0.0	0.0	11.8314	8.3169	11.2676	11.2167	0.0	9.6871	10.1298	0.0	9.2823	9.1723	2.7125	8.619	0.0	8.2777
TCGA-AC-A3YJ	brca	WT	0	281.11512	0.0	0.0	10.3382	7.7297	10.2101	11.4058	0.0	9.0037	10.3095	0.0	9.4563	8.0684	1.9564	7.9547	0.0	9.2374
TCGA-FY-A3R9	thca	WT	0	-913.66836	0.0	0.0	10.8149	8.5916	9.8494	10.9414	1.5704	8.9284	10.7082	0.0	8.9226	8.3661	0.0	7.089	0.0	7.6435
TCGA-97-8174	luad	WT	0	1072.78762	0.0	0.0	12.1761	8.2701	10.0616	10.2631	0.6299	9.1265	10.3269	0.0	11.3256	8.9581	2.4993	8.5252	0.3491	8.7637
TCGA-N8-A4PN	ucs	WT	0	-1096.46709	0.0	0.0	9.3892	8.9313	9.2364	10.7628	0.0	9.1978	10.2108	0.0	9.588	10.4195	0.0	8.985	0.0	7.646
TCGA-CV-7091	hnsc	WT	0	178.09876	0.0	0.0	11.0885	8.4418	9.036	10.7683	0.0	9.0936	10.6579	0.0	10.2968	9.4463	0.0	8.7899	0.0	9.0341
TCGA-C8-A1HI	brca	WT	0	-528.70584	0.332	0.0	10.7225	9.0163	9.2935	10.4566	2.362	10.539	10.654	0.6018	7.9686	8.3282	1.0252	7.9238	0.0	10.3582
TCGA-55-8087	luad	WT	0	283.84859	0.0	0.0	10.8329	8.6773	10.4646	12.1221	0.0	9.0757	11.424	0.0	11.4735	8.7041	1.2607	9.4352	0.0	7.7456
TCGA-CR-6474	hnsc	WT	0	822.55165	0.0	0.0	10.9849	8.1879	10.2654	11.441	3.5696	8.9663	10.7434	0.7303	10.7537	9.5295	2.3086	9.1797	0.7303	8.5225
TCGA-E2-A1LA	brca	WT	0	1207.57564	0.0	0.0	10.4606	7.6783	9.4947	11.4268	0.9185	9.6476	11.1094	0.0	8.3794	8.5066	5.2456	8.0039	0.0	9.0209
TCGA-HC-7749	prad	WT	0	-751.12738	0.0	0.0	10.756	8.8686	8.9572	11.0847	1.1059	9.3439	11.2153	0.0	8.6398	9.1614	1.9564	8.0135	0.3652	9.0132
TCGA-97-8176	luad	WT	0	528.15004	0.0	0.0	10.7134	8.0072	9.8873	10.4823	3.9327	9.2775	10.2853	0.0	10.1469	8.8363	0.0	8.7195	0.6732	8.1132
TCGA-EW-A1J1	brca	WT	0	427.55329	0.0	0.0	10.0608	8.2774	9.2286	11.0347	0.0	9.8632	11.3219	0.4014	8.5199	9.8756	3.2724	7.9455	0.0	11.7108
TCGA-06-5414	gbm	WT	0	802.85305	0.0	0.0	11.5296	7.939	10.0033	11.5493	0.0	9.3309	11.3573	0.4775	8.6395	8.3235	0.0	9.4986	0.0	9.5893
TCGA-AR-A1AI	brca	WT	0	1270.10043	0.0	0.0	11.2386	8.7982	9.1213	11.2269	0.0	9.3744	10.5163	0.4227	8.9147	10.4106	5.8022	9.2946	0.0	10.1632
TCGA-EB-A24D	skcm	WT	0	-199.64131	0.0	0.0	9.2107	7.9534	9.5637	9.8258	0.0	9.4757	10.2589	0.0	8.7992	9.4729	2.2592	8.1606	0.0	7.1088
TCGA-BH-A0EI	brca	WT	0	-667.87048	0.0	0.0	9.9052	8.0862	9.3674	10.3756	2.9914	9.5764	10.6667	0.0	9.2639	9.621	0.0	8.5675	0.0	9.367
TCGA-C5-A3HL	cesc	WT	0	-154.45920	0.0	0.0	12.2252	8.0437	10.0037	11.5762	3.9137	9.4781	10.5595	0.0	10.3783	8.8209	1.1885	8.5283	0.0	8.9375
TCGA-28-2514	gbm	WT	0	-491.09520	0.0	0.0	10.7435	8.2088	9.2992	10.6679	0.0	9.077	11.0457	0.0	8.1327	8.928	0.5467	9.0739	0.0	8.4156
TCGA-HE-7130	kirp	WT	0	-178.73446	0.0	0.0	10.2361	8.6886	10.7662	10.9453	0.0	9.8429	10.9397	0.0	8.5481	9.5383	1.0055	8.9569	0.5886	7.254
TCGA-IQ-7631	hnsc	WT	0	-544.53379	0.0	0.0	10.7281	8.1365	11.0098	10.9065	3.9966	8.8222	10.2015	0.0	9.9937	8.2193	0.0	7.948	0.0	6.8194
TCGA-26-5133	gbm	WT	0	-886.46558	0.0	0.0	10.3932	8.6806	9.5906	10.6203	0.5865	9.0735	10.9187	0.0	8.1314	9.1858	0.0	9.2424	0.0	7.5821
TCGA-AO-A0JM	brca	WT	0	-48.29336	0.0	0.0	10.1567	8.6089	9.3732	10.6803	0.0	9.0933	11.137	0.0	8.7006	8.6289	1.8966	8.1779	0.0	11.0776
TCGA-CV-7440	hnsc	WT	0	-71.46307	0.9821	0.0	11.6532	7.7078	9.4451	11.4072	2.2931	9.5287	11.0421	0.0	11.2505	9.1406	0.7226	8.8885	0.4061	8.6998
TCGA-C5-A1M7	cesc	WT	0	592.09054	0.8701	0.0	12.2054	8.6076	10.8186	10.7531	4.8652	9.2836	10.5338	0.8701	9.8655	8.9907	1.2508	8.7325	1.6814	10.0752
TCGA-DJ-A3UK	thca	WT	0	-380.77369	1.0129	0.0	11.5212	7.898	10.9785	10.8691	4.5482	8.8774	11.0994	0.0	9.8255	8.9275	1.0129	8.7022	0.0	8.7547
TCGA-18-5592	lusc	WT	0	-239.85699	0.0	0.0	9.8989	7.0095	9.3908	11.0607	0.4492	8.9043	10.1607	0.0	9.0723	9.875	4.3732	8.7726	0.0	8.0642
TCGA-B0-5080	kirc	WT	0	1341.04655	0.0	0.0	11.1613	7.6394	9.753	11.5501	0.0	9.4539	11.5089	0.0	11.1291	8.6034	3.1792	9.8116	0.0	9.7218
TCGA-DM-A28F	coad	WT	0	-637.93462	0.0	0.0	10.7659	8.0372	11.0225	11.7336	0.0	9.0045	10.9259	0.0	8.9748	8.9986	1.628	9.0892	0.0	8.3843
TCGA-CN-5355	hnsc	WT	0	-1.39746	1.1225	0.4776	11.7634	8.4473	9.5595	11.705	3.1453	9.1052	10.8832	0.0	10.1269	9.932	0.8358	9.447	2.0493	9.0949
TCGA-CN-6021	hnsc	WT	0	-14.02468	0.0	0.0	11.2816	9.0814	9.7378	10.4839	0.0	9.6243	10.8544	0.0	9.2779	8.7425	1.7454	8.1573	0.0	8.6593
TCGA-E2-A1B4	brca	WT	0	-695.98835	0.0	0.0	10.5721	7.9506	10.0569	11.0186	0.3385	9.5733	10.7311	0.0	8.6587	8.1437	1.0408	7.9322	0.0	9.2966
TCGA-HZ-7925	paad	WT	0	673.90493	0.0	0.0	11.483	7.9756	9.8493	12.6065	1.8116	9.266	11.4937	0.0	10.2048	8.9158	1.1732	11.0391	0.3937	10.9128
TCGA-FD-A3B5	blca	WT	0	-662.57524	0.0	0.0	10.3803	8.7746	11.1992	10.9244	5.3643	9.0043	10.2129	0.0	8.4072	9.1397	0.4528	7.0688	3.943	8.9013
TCGA-E2-A10F	brca	WT	0	759.91418	0.0	0.0	10.4961	8.4137	9.3227	11.0426	0.4471	9.6521	10.6916	0.7879	9.8365	9.4162	2.3208	8.5612	0.0	11.0891
TCGA-EL-A3T8	thca	WT	0	-840.45193	0.0	0.0	10.9306	7.6947	10.7024	11.2741	4.3033	8.7638	11.114	0.0	10.6336	8.8831	1.6804	8.8735	0.0	8.7354
TCGA-FG-8189	lgg	WT	0	-1873.35545	0.0	0.0	9.9474	8.4543	8.7366	9.8474	0.9351	9.3491	10.584	0.0	6.7751	10.4965	0.0	7.6091	0.0	7.9256
TCGA-CN-4736	hnsc	WT	0	1485.39433	0.8669	0.0	11.9151	8.5522	10.5274	11.4005	5.0318	9.5319	10.2846	0.0	9.9445	9.2762	5.5202	8.6583	1.4046	11.6052
TCGA-EL-A4K2	thca	WT	0	514.92110	0.0	0.0	11.2143	8.2128	10.7494	11.2364	0.0	8.8591	10.9741	0.4338	9.6721	8.5037	1.9283	8.1627	0.0	8.5571
TCGA-E9-A5FL	brca	WT	0	64.16048	0.0	0.0	10.8885	8.1593	11.7597	11.0681	4.9102	9.4931	10.5591	0.719	8.3108	7.6389	0.0	8.0589	0.0	8.7327
TCGA-DD-A115	lihc	WT	0	-79.33372	0.0	0.0	9.5691	8.4979	10.8948	9.1881	0.0	9.5099	10.98	0.0	8.2078	7.7739	0.8349	8.8861	0.0	8.8561
TCGA-CV-5979	hnsc	WT	0	-79.62353	0.0	0.0	11.6041	8.4087	10.2004	10.7377	3.6255	8.6569	9.6278	0.0	9.8067	9.4953	1.2737	8.0397	0.5584	10.2976
TCGA-AN-A0FT	brca	WT	0	51.04335	0.0	0.0	10.4675	7.1928	10.7045	11.3951	0.0	9.4247	10.9322	0.501	9.0314	7.9806	1.8036	8.1969	0.0	9.5776
TCGA-KM-8477	kich	WT	0	-324.90303	0.0	0.0	10.4275	8.9617	9.1309	10.7751	0.536	9.5194	11.65	0.0	9.2877	8.9354	0.9258	7.8484	0.0	7.5592
TCGA-GI-A2C8	brca	WT	0	-801.21524	0.0	0.0	10.2969	8.7557	7.9786	10.2584	0.0	9.4767	10.4054	0.0	8.599	9.6538	1.6174	8.086	0.0	8.7119
TCGA-73-4668	luad	WT	0	191.45690	0.0	0.0	11.5994	7.9031	10.2464	10.9761	0.3173	9.097	10.591	0.0	9.5942	8.7208	0.7974	9.4875	0.0	7.8732
TCGA-EA-A439	cesc	WT	0	-388.76896	0.2905	0.0	10.2096	8.2924	10.8722	9.8633	3.2779	9.6623	10.3363	0.9201	9.3161	8.7769	4.351	8.6577	0.0	9.5969
TCGA-E2-A15G	brca	Rest	465	-525.54288	0.4955	0.0	10.2305	8.4968	9.5383	10.8643	0.0	9.7434	10.8582	0.0	9.3383	9.4131	1.6084	7.6742	0.0	9.5176
TCGA-BP-4804	kirc	WT	0	2135.63027	0.0	0.0	11.2186	7.1449	10.0059	11.194	2.3262	9.3875	11.0485	0.0	10.9091	8.4501	5.7175	9.3965	0.0	9.924
TCGA-75-6205	luad	WT	0	2536.30704	0.0	0.0	12.0157	8.2658	10.6438	11.4097	3.6853	9.4375	10.7192	1.4302	10.8003	9.3891	4.1658	9.1824	0.0	10.4557
TCGA-G3-A5SL	lihc	WT	0	-453.14271	0.0	0.0	12.6521	7.9447	9.5994	9.5986	0.0	9.2664	10.6565	0.0	7.1491	8.7291	0.6429	8.3435	0.0	8.5111
TCGA-ET-A3DV	thca	WT	0	-1383.90901	0.0	0.0	10.2439	8.7222	10.1944	11.4673	0.0	8.5891	10.9191	0.0	8.0815	8.6537	0.0	7.7637	0.0	9.4386
TCGA-KC-A4BV	prad	WT	0	-465.31982	0.0	0.0	11.1351	8.5345	9.7961	11.3039	0.6141	9.3299	11.1951	0.6141	8.3592	9.123	2.0647	7.876	0.0	9.6535
TCGA-DU-5874	lgg	WT	0	-1484.78556	0.0	0.0	9.7474	8.6641	7.9711	9.2988	0.3686	8.8293	11.1153	0.0	7.6677	9.8086	0.0	8.9621	0.0	8.0643
TCGA-18-3410	lusc	WT	0	1326.71595	0.0	0.0	11.6761	9.3961	9.432	13.2764	0.0	10.1334	11.2559	0.8382	9.9786	8.2752	5.2339	9.872	0.0	9.368
TCGA-DU-5847	lgg	WT	0	454.94917	0.0	0.0	10.2577	8.4612	10.1566	10.956	0.0	9.0113	10.9831	0.0	8.6825	8.3046	1.1365	9.0834	0.3781	8.226
TCGA-A7-A0CJ	brca	WT	0	-528.54688	0.0	0.0	9.7283	8.3831	9.6261	10.7489	0.0	8.9634	10.4812	2.3649	8.7586	10.2522	2.0069	6.3654	0.0	11.0922
TCGA-BA-5151	hnsc	WT	0	622.88524	0.0	0.3412	11.8715	8.9735	9.5651	12.1763	3.1274	9.4232	10.7365	0.3412	10.868	10.2297	1.8752	8.8189	2.16	11.3891
