TCGA	Tissue	Group	Pos	Score	IFNA1	IFNA2	IFNGR1	POLR3B	IRF3	IFNGR2	IFNE	TBK1	IFNAR1	IFNB1	TMEM173	POLR3A	IFNG	IFNAR2	IFNK	DDX58
TCGA-06-0644	gbm	WT	0	842.67613	0.0	0.0	10.8306	7.6848	9.5618	12.0917	0.0	8.9514	11.1873	0.0	9.0444	8.8315	0.0	8.934	0.0	8.6895
TCGA-K7-A5RG	lihc	WT	0	2103.93013	0.0	0.0	10.8644	8.8254	11.0633	10.2947	0.0	9.7053	10.8905	1.5863	8.8548	8.5321	7.2467	9.6879	0.0	9.4703
TCGA-Q1-A73S	cesc	WT	0	-1038.38906	0.0	0.0	9.3377	8.2775	10.4569	10.7576	0.0	8.9729	10.6794	0.0	6.6301	8.488	0.6418	7.7961	0.0	8.0735
TCGA-AO-A03O	brca	WT	0	331.36391	0.0	0.0	10.0551	8.4217	10.1352	10.8876	0.5228	10.4319	10.6969	2.7392	8.4236	9.9785	3.2167	7.8348	0.0	13.1119
TCGA-BP-4352	kirc	WT	0	-249.33958	0.0	0.0	10.2679	7.2027	12.0728	11.7433	3.2247	9.1823	10.2425	1.2129	8.1848	9.0366	1.8624	9.8236	0.5255	8.4704
TCGA-FY-A3NN	thca	WT	0	-248.41100	0.0	0.0	11.8942	8.21	9.9131	10.7954	2.8668	9.1616	11.4659	1.8447	8.2438	8.5676	0.7995	7.8391	0.0	8.3911
TCGA-HT-8108	lgg	WT	0	128.32935	0.0	0.0	12.0868	8.1649	9.0254	9.7384	2.952	8.9452	10.281	0.0	8.418	9.4301	0.0	8.7994	0.0	8.747
TCGA-TT-A6YN	pcpg	WT	0	-1014.73829	0.0	0.0	10.4218	8.117	9.2193	8.4588	0.0	10.0927	9.947	0.0	7.7539	9.3881	0.0	7.8551	0.0	8.707
TCGA-BQ-7062	kirp	WT	0	1065.19147	0.0	0.0	10.7839	7.8669	10.1826	10.4607	3.7277	8.9297	10.7628	0.0	8.84	8.695	1.0626	9.0878	0.3473	8.5454
TCGA-AG-3731	read	WT	0	793.96732	0.0	0.0	11.3518	8.5737	9.9112	10.9147	0.0	9.7178	10.2713	0.8193	9.8462	9.1142	4.558	9.2176	0.0	9.5134
TCGA-KK-A6E4	prad	WT	0	-960.67654	0.0	0.0	10.8542	8.237	10.6848	11.1689	0.0	8.5825	11.3186	0.0	6.6421	8.0839	2.3454	7.7168	0.0	8.2262
TCGA-QR-A6H4	pcpg	WT	0	-410.80793	0.0	0.0	9.5398	6.3385	9.9742	10.6942	0.0	9.5857	10.6594	0.0	7.6413	7.9707	0.8286	8.0498	0.0	8.5478
TCGA-MH-A562	kirp	WT	0	1067.71034	0.0	0.0	10.5	7.5691	11.085	10.8665	4.3443	8.3094	10.7691	1.1421	7.9982	7.3464	2.0063	8.4957	0.0	7.9707
TCGA-BB-7870	hnsc	WT	0	-543.87745	0.0	0.0	11.6327	8.9099	11.3174	11.9139	0.0	9.5101	10.5301	0.5506	9.3621	7.6564	3.0764	8.8904	0.0	9.7273
TCGA-EM-A3FQ	thca	WT	0	1096.07176	1.4458	0.0	10.9844	5.8118	11.5455	11.8309	6.7535	8.8524	10.4795	0.0	10.1546	8.1441	0.0	7.8054	0.8969	8.2744
TCGA-BH-A0HO	brca	WT	0	408.87848	0.0	0.0	10.6575	8.5382	8.784	10.9667	0.3593	9.779	11.1311	0.0	9.3375	9.1811	0.3593	8.5483	0.0	11.4459
TCGA-FY-A3WA	thca	WT	0	-1145.18450	0.0	0.0	10.8729	9.4132	10.9319	10.6435	0.0	10.2426	10.9236	0.6873	8.4288	9.4363	0.0	7.724	0.0	8.6662
TCGA-EM-A2P2	thca	WT	0	-1048.03742	4.3621	0.0	10.3723	8.738	10.3625	12.4878	9.2233	8.7785	11.1435	0.0	9.9068	8.4161	0.0	7.9823	0.0	9.0955
TCGA-FG-A60K	lgg	WT	0	-776.45853	0.0	0.5093	10.6441	8.2366	8.2669	9.1312	0.0	8.933	10.9743	0.5093	6.5108	8.7493	0.0	8.7543	0.0	8.783
TCGA-FD-A3SN	blca	WT	0	-256.77230	0.0	0.0	10.2384	8.6372	11.1493	11.6517	3.0193	9.2444	11.1472	0.0	8.8424	9.5249	3.3052	10.5038	0.0	8.4519
TCGA-EE-A2MJ	skcm	WT	0	2092.70176	0.0	0.0	9.736	8.357	10.0208	11.2604	1.4042	9.2785	10.7113	0.8666	9.4873	9.5647	6.5168	8.9528	0.0	9.5631
TCGA-B0-5120	kirc	WT	0	980.58049	0.0	0.0	11.0564	7.0389	9.5644	11.447	1.852	9.3018	11.4453	0.0	10.4861	8.8767	1.5182	9.1214	0.4572	9.6064
TCGA-AC-A3TM	brca	WT	0	231.08769	0.0	0.0	9.3049	7.7037	11.2005	11.5145	0.9321	8.3709	10.2548	0.0	9.6283	7.7287	1.4936	7.5235	0.0	9.2693
TCGA-DJ-A2QC	thca	WT	0	-37.67711	0.5117	0.0	11.0325	7.6486	11.0695	11.1544	5.3878	8.2625	10.7331	0.0	10.1002	7.9007	1.4345	8.6745	0.0	8.0332
TCGA-W2-A7HH	pcpg	WT	0	-1299.22010	0.0	0.0	10.0073	8.2978	8.7701	9.219	0.0	9.2642	11.2867	0.0	7.9721	9.5089	0.0	8.1265	0.0	7.675
TCGA-ED-A7XO	lihc	WT	0	158.47693	0.0	0.0	10.0533	8.7345	10.9512	9.5971	0.0	9.2263	10.7419	0.0	8.0844	8.1626	2.3782	8.9032	0.0	8.8147
TCGA-53-7626	luad	WT	0	2014.97245	0.0	0.0	11.56	7.9803	9.9068	12.2106	0.0	9.2565	11.7073	0.3612	10.7846	9.4491	4.0072	10.5413	0.3612	9.9493
TCGA-WB-A80K	pcpg	WT	0	-348.71341	0.0	0.0	10.5365	8.1541	9.385	9.6282	0.0	9.5448	10.8169	0.5052	8.4402	9.0203	0.5052	8.5486	0.0	8.3298
TCGA-EE-A29C	skcm	WT	0	-55.12310	0.0	0.0	9.1978	9.4003	10.1396	10.6119	0.0	8.7726	10.0348	0.0	9.4376	10.2836	1.0746	8.8732	0.0	7.2942
TCGA-CR-6481	hnsc	WT	0	2484.79569	0.0	0.0	10.2979	8.4928	9.7593	11.8601	0.0	9.1341	11.4502	0.0	11.0068	9.2641	6.2643	9.6323	2.2662	10.3074
TCGA-HW-7489	lgg	WT	0	-1075.64321	0.0	0.0	11.0915	8.2091	9.187	9.7103	0.0	8.9464	10.4437	0.0	7.351	9.7317	0.0	8.2391	0.0	8.1234
TCGA-ER-A19M	skcm	WT	0	1350.51419	0.0	0.0	10.6997	8.4154	9.2417	11.3475	0.0	9.4298	10.5757	0.0	8.4559	9.2845	6.1684	9.2525	0.0	7.7649
TCGA-A3-3387	kirc	WT	0	1388.38430	0.0	0.0	10.3542	8.1534	8.8906	10.2226	0.5649	9.0331	10.8	0.0	8.2012	8.9149	0.5649	7.5589	0.0	8.2452
TCGA-A6-5666	coad	WT	0	-822.49873	0.0	0.0	10.2984	8.0268	10.071	11.7644	0.0	9.2819	10.5977	0.0	8.3712	9.2167	0.0	7.8848	0.0	7.1663
TCGA-CM-6677	coad	WT	0	-93.89256	0.0	0.0	11.0079	7.915	10.7533	9.8118	0.0	8.7981	10.0671	0.0	8.8688	9.0213	3.0785	8.6961	0.0	7.8572
TCGA-G9-6370	prad	WT	0	-715.32473	0.4368	0.0	10.8082	8.4173	9.4176	10.7169	1.7971	8.8061	11.1858	0.4368	10.3682	9.2969	1.6423	7.9052	0.0	8.8454
TCGA-WB-A80O	pcpg	WT	0	-65.34465	0.0	0.0	9.8605	8.1156	9.6801	10.2624	0.0	9.7004	10.6818	0.0	9.3336	9.0156	0.4693	8.874	0.0	9.2284
TCGA-G9-6362	prad	WT	0	-825.31517	0.0	0.0	11.99	6.9841	9.6354	11.6758	0.726	9.37	10.8412	0.0	5.9038	7.5948	0.0	8.0398	0.0	8.3721
TCGA-ES-A2HT	lihc	WT	0	203.44708	0.0	0.0	12.2852	8.6353	10.4054	10.8785	0.6856	9.692	11.6891	0.0	7.8628	8.1116	3.2505	9.4798	0.0	11.4377
TCGA-DZ-6134	kirp	WT	0	-138.41474	0.0	0.0	9.987	8.4467	9.2439	9.928	1.3416	8.5179	10.8805	0.0	9.6794	8.8082	1.7231	8.2914	0.0	8.7243
TCGA-28-1747	gbm	WT	0	746.74019	0.0	0.0	11.7505	8.5629	9.548	10.8971	0.574	8.9653	10.5531	0.574	7.6638	7.8092	0.0	9.0112	0.0	10.6549
TCGA-Q2-A5QZ	kirp	WT	0	827.49550	0.0	0.0	9.3006	7.3443	10.5324	11.0646	0.0	7.9371	10.9471	0.0	7.8638	6.8923	1.4965	9.3486	0.0	9.9461
TCGA-HE-A5NF	kirp	WT	0	1149.85598	0.0	0.0	10.9203	8.4051	9.4674	10.4897	3.3835	9.1842	10.3592	0.0	8.3224	8.3977	0.0	8.3085	0.0	8.8851
TCGA-CJ-4640	kirc	WT	0	1858.09481	0.0	0.0	10.805	7.2247	9.5087	11.449	0.7607	9.7554	11.0305	0.0	9.659	8.5341	5.8388	9.793	0.0	10.549
TCGA-J4-A67R	prad	WT	0	-150.89703	0.0	0.0	10.8943	7.8767	11.2357	11.6743	1.8812	8.3851	10.7694	0.0	9.7551	7.9998	2.0774	8.1662	0.0	8.3594
TCGA-67-3770	luad	WT	0	1238.97890	0.0	0.0	13.6454	7.533	10.282	12.6801	0.0	9.0244	11.165	0.0	10.6779	7.2861	2.922	10.5692	0.9559	8.8236
TCGA-BH-A0C0	brca	WT	0	-528.86327	0.0	0.0	11.1027	8.426	9.3116	10.6084	2.4149	9.3124	11.1328	0.0	9.1885	9.4128	1.1622	8.4061	0.0	9.9261
TCGA-A1-A0SD	brca	WT	0	-118.53382	0.7326	0.4123	10.9007	7.9297	8.8965	10.7938	1.5777	9.6639	11.2921	0.7326	9.7868	9.7617	1.2162	8.8121	0.0	10.9695
TCGA-50-8459	luad	WT	0	1991.33672	0.0	0.0	11.8062	7.2748	10.3877	11.5847	0.6411	9.4264	10.7708	0.0	11.0581	8.5796	1.0834	9.6254	0.0	8.8675
TCGA-A3-3383	kirc	WT	0	1600.58178	0.0	0.0	10.8232	6.635	10.8302	11.7292	1.0533	8.6931	11.0472	0.0	10.2429	7.7695	3.4165	8.5505	0.0	10.0115
TCGA-FG-6688	lgg	WT	0	344.25747	0.0	0.0	11.8635	7.9324	9.5088	10.1127	0.7986	8.9683	10.7036	0.7986	7.1891	8.0776	0.0	8.0106	0.0	8.8449
TCGA-FG-A4MW	lgg	WT	0	-797.95485	0.0	0.0	10.9717	8.0719	10.2487	10.196	2.1496	8.7457	10.735	0.0	7.7513	8.3524	0.0	8.4485	0.0	8.8482
TCGA-BP-5191	kirc	WT	0	2494.42478	0.0	0.0	11.3968	7.3634	10.3234	12.5643	4.0817	9.597	11.7896	0.7859	9.9378	7.7212	5.5204	9.4693	1.2918	9.4192
TCGA-56-6545	lusc	WT	0	1340.99232	0.353	0.0	11.3653	8.4395	10.3058	11.2126	2.9871	9.0327	10.8855	0.6363	11.5063	9.5585	3.5953	9.7577	1.5559	9.1977
TCGA-73-7498	luad	WT	0	685.91467	0.0	0.0	10.6642	7.5098	10.2435	10.8373	0.3478	8.8471	10.584	0.0	10.8892	8.697	1.9993	8.9714	0.0	8.9612
TCGA-BP-4161	kirc	WT	0	1904.45230	0.7846	0.0	11.5034	7.4847	9.9428	11.606	4.1391	9.5603	11.3927	0.0	9.7932	8.8313	5.283	9.6789	0.0	10.2877
TCGA-F4-6807	coad	WT	0	704.75402	0.0	0.0	10.8718	8.0678	10.0878	10.7991	0.6013	9.1291	10.359	0.6013	9.7856	9.4535	3.5678	8.8158	0.0	9.5037
TCGA-DJ-A4V2	thca	WT	0	5.57432	0.0	0.0	11.2873	7.7959	10.193	11.4017	4.0553	8.994	11.3303	0.7742	10.9709	8.7846	1.6465	8.3707	0.0	8.6571
TCGA-95-7567	luad	WT	0	754.18079	0.0	0.0	11.158	7.9752	10.4571	12.2448	0.0	9.3479	11.3326	1.0876	10.4259	9.4437	4.4658	10.228	0.0	11.1454
TCGA-N7-A59B	ucs	WT	0	100.60496	0.0	0.0	9.4061	8.0405	12.1084	10.9662	3.3652	8.2794	9.9793	2.1841	10.5814	8.4949	2.1841	8.751	0.0	11.4848
TCGA-G9-7519	prad	WT	0	-1072.65306	0.0	0.0	10.635	8.4937	9.6339	11.0453	0.4552	9.4193	11.1941	0.0	7.9085	8.667	0.8007	7.4793	0.0	8.5955
TCGA-CC-A7II	lihc	WT	0	-897.90649	0.0	0.6226	9.2082	8.87	11.2822	11.1754	0.0	8.6666	10.3741	0.0	7.1375	8.9062	0.0	8.4781	0.0	9.008
TCGA-BH-A1ES	brca	WT	0	-1041.34224	0.0	0.0	10.0884	8.6415	10.3324	10.7419	2.0972	9.7274	10.8073	0.0	7.864	9.4209	0.0	8.7473	0.0	9.6143
TCGA-66-2767	lusc	WT	0	2123.97467	0.0	0.0	11.7954	8.9544	10.4591	11.0564	1.0946	9.5311	10.4938	0.4631	10.1836	8.2613	5.6168	9.3646	0.0	10.0416
TCGA-C5-A1MP	cesc	WT	0	1463.49577	0.0	0.0	12.0725	7.898	10.4876	11.6236	0.5454	9.7736	10.2557	0.0	9.2693	8.2248	2.8937	8.9694	0.0	9.6396
TCGA-G4-6293	coad	WT	0	425.50293	0.0	0.0	11.9882	7.8591	10.3191	10.7807	0.0	9.1996	10.6213	0.0	9.5244	9.2061	3.937	9.141	0.0	8.8935
TCGA-95-7562	luad	WT	0	681.76403	0.0	0.0	10.6788	8.5188	9.8042	10.7361	0.5349	9.1322	10.6059	0.5349	9.5561	8.5895	4.0626	8.9684	0.0	10.063
TCGA-D3-A2JF	skcm	WT	0	1304.28810	0.0	0.0	10.1571	6.8642	10.6628	13.2406	1.0095	9.1925	11.5913	1.3333	9.5763	8.1635	4.5099	9.5666	0.0	10.9555
TCGA-B0-4833	kirc	WT	0	1344.51873	0.7135	0.0	11.0451	6.5412	10.2859	11.3199	1.8316	9.0623	10.8256	0.0	9.8002	8.1422	4.508	8.6518	0.0	9.6624
TCGA-DJ-A3UP	thca	WT	0	-548.05548	0.3978	0.0	10.7616	8.1781	10.4674	11.2908	2.7475	9.1125	10.9938	0.0	9.5576	8.7049	1.3717	7.2365	0.0	8.9608
TCGA-BH-A0HW	brca	WT	0	-1362.37153	0.0	0.0	9.0639	7.8811	9.4615	9.8456	0.0	9.5824	10.2017	0.375	8.434	9.3859	0.0	7.2493	0.0	10.2595
TCGA-KS-A41J	thca	WT	0	546.15368	0.0	0.0	10.7148	8.022	10.1679	11.0736	1.6415	9.0318	11.0638	0.3816	8.8563	8.909	4.6742	8.2842	0.0	8.6422
TCGA-CN-4742	hnsc	WT	0	441.19107	0.0	0.0	12.1177	9.064	9.8394	11.8698	1.0451	9.4615	10.4645	1.2738	10.0726	9.535	0.7732	8.7622	1.4711	9.7914
TCGA-K4-A3WS	blca	Rest	368	620.67164	0.0	0.0	11.2358	7.7657	11.4376	10.472	0.5659	9.2964	10.2447	0.0	10.2963	9.0663	3.2699	8.896	0.0	8.9603
TCGA-78-7145	luad	WT	0	431.57467	0.0	0.0	11.2457	8.1752	9.352	11.4413	0.0	9.6248	11.7187	0.0	10.4153	8.9429	0.0	10.6663	0.0	8.985
TCGA-DB-A4X9	lgg	WT	0	-837.83294	0.0	0.0	10.1432	8.4872	9.3005	9.231	0.0	8.4704	10.3108	0.0	6.8354	8.9375	0.0	8.3293	0.0	8.5101
TCGA-AK-3454	kirc	WT	0	569.36677	0.3648	0.0	11.3097	7.6403	9.7452	11.1439	0.0	9.1723	11.4464	0.0	9.6127	8.6335	4.603	9.004	0.0	9.7717
TCGA-D5-5538	coad	WT	0	711.51420	0.0	0.0	11.1473	8.2959	9.9748	11.5686	0.5793	9.9159	10.823	0.0	10.3537	9.4019	2.3083	9.3531	0.0	9.1071
TCGA-E2-A14N	brca	WT	0	268.32777	0.0	0.0	11.4966	8.7993	8.9533	10.9516	1.4787	9.7142	10.5144	1.8799	7.7924	8.9213	2.0451	8.9946	0.0	12.3419
TCGA-26-5136	gbm	WT	0	676.63871	0.0	0.0	11.1832	7.3433	9.3278	11.1269	1.3267	8.9088	10.786	0.0	8.0247	7.8088	2.006	8.9784	0.0	9.8329
TCGA-AZ-6605	coad	WT	0	584.51388	0.0	1.1634	10.3093	7.8786	9.2954	10.0387	0.0	8.9943	10.2714	0.696	9.1504	8.5994	0.0	8.0847	0.0	9.4772
TCGA-FC-7708	prad	WT	0	-516.78832	0.4258	0.0	11.7428	8.01	9.731	11.2705	1.0214	9.5509	11.4146	0.0	9.5686	9.3278	0.4258	8.5387	0.7541	8.8519
TCGA-BC-A10Z	lihc	WT	0	-25.16545	0.0	0.0	9.6963	8.5507	10.1175	10.276	0.0	9.5719	11.0719	0.0	5.9092	9.2781	0.0	8.6865	0.0	8.1208
TCGA-EE-A3AB	skcm	WT	0	1265.58264	0.0	0.0	10.3522	7.7108	10.1023	13.0589	0.0	9.3618	11.5824	0.0	9.5957	9.5455	1.0725	10.0867	0.0	7.4983
TCGA-CM-5861	coad	WT	0	-417.31664	0.0	0.0	10.6731	8.5556	9.6478	11.6183	1.2711	9.3168	10.6132	0.7712	11.1053	8.7386	2.1807	8.2428	0.0	9.1348
TCGA-FG-A4MX	lgg	WT	0	-676.26724	0.0	0.0	10.8645	7.6131	10.8831	9.8884	2.5898	8.2679	9.8854	0.0	6.3808	8.5056	0.0	7.5671	0.0	7.6852
TCGA-NA-A4QV	ucs	WT	0	-870.93975	0.8557	0.0	10.2317	8.5801	9.9614	11.4942	3.475	9.2569	10.8451	0.0	10.5007	9.4965	0.0	8.0353	0.0	8.2526
TCGA-38-7271	luad	WT	0	2743.79740	0.0	0.0	11.9018	7.9484	9.8666	11.1092	0.0	8.905	11.0134	0.0	11.2176	8.9763	2.6588	9.5971	0.0	9.433
TCGA-B6-A0I9	brca	WT	0	-186.14096	0.0	0.0	10.3684	7.9466	10.027	11.0819	0.0	9.9954	10.7171	0.0	8.3461	9.5652	1.6918	8.0842	0.0	9.0138
TCGA-91-6830	luad	WT	0	1121.69675	0.0	0.0	12.0499	8.8503	9.6082	11.3039	1.3406	9.7521	11.735	0.0	9.9075	8.9159	3.8869	10.06	0.0	10.0777
TCGA-RP-A690	skcm	WT	0	-496.64227	0.0	0.0	10.3561	7.6418	9.4622	11.0574	0.0	8.9715	10.5868	0.0	10.3326	9.0037	0.5783	7.8346	0.5783	6.1799
TCGA-E1-5305	lgg	WT	0	-702.23381	0.0	0.0	11.3851	7.908	8.4754	9.3757	0.0	9.262	10.5594	0.0	6.7286	9.7871	0.0	8.7628	0.5201	8.3281
TCGA-A8-A09K	brca	WT	0	178.76767	0.0	0.0	9.4096	8.2513	9.037	10.8512	0.0	9.6383	10.7424	0.0	8.3214	9.5711	5.1361	8.359	0.0	9.6429
TCGA-E9-A1RD	brca	WT	0	-273.54064	0.0	0.0	11.9175	8.5264	9.0729	11.2609	2.8514	9.4868	11.6162	0.0	9.6256	8.6644	2.2419	9.3718	0.0	9.5847
TCGA-AN-A0FN	brca	WT	0	1625.62670	0.0	0.0	11.3105	8.0932	9.4134	11.5844	1.5959	9.7506	11.1271	0.4192	10.1784	8.6959	4.3133	9.1771	0.0	10.2157
TCGA-AC-A5XS	brca	WT	0	1020.86199	0.0	0.0	11.283	8.2184	10.4325	11.679	0.0	9.1806	10.8121	1.2592	10.3255	8.0642	2.2377	8.4232	0.0	11.547
TCGA-KO-8403	kich	WT	0	-1118.47831	0.0	0.5206	10.4086	8.8262	9.4128	9.9642	1.2041	9.6223	10.9166	0.0	9.8051	7.7903	0.9025	7.2778	0.0	8.3531
TCGA-AM-5820	coad	WT	0	-617.73333	0.0	0.0	11.4047	9.0189	9.6917	11.1616	0.0	9.5282	10.7639	0.0	8.192	9.5755	0.0	8.402	0.0	8.4515
TCGA-R2-A69V	cesc	WT	0	2825.16007	0.0	0.0	11.5653	8.0122	11.5989	11.8274	3.5667	9.1794	10.9457	1.1867	11.3697	8.6036	7.4265	9.2848	5.0404	10.4752
TCGA-BP-4798	kirc	WT	0	2760.13122	0.4919	0.0	11.8865	6.878	9.9926	11.8348	3.3132	9.6805	11.4082	1.1499	11.1669	9.1442	7.3024	10.1441	0.0	10.0397
TCGA-CJ-4878	kirc	WT	0	240.56368	0.0	0.0	10.8553	6.9869	10.0921	12.173	0.0	9.3691	11.3855	0.0	8.6212	8.8271	0.0	9.5605	0.6455	9.7687
TCGA-B0-4713	kirc	WT	0	744.91917	0.0	0.0	11.1723	7.6943	9.9432	10.7391	0.7317	10.0326	10.8554	0.7317	9.4807	8.2141	4.4686	8.953	0.0	10.4507
TCGA-E9-A1NH	brca	WT	0	144.21605	0.0	0.0	11.3536	7.794	9.4499	11.2016	0.5333	9.2708	10.7176	0.0	9.3639	8.9014	1.6943	8.4983	0.0	10.1078
TCGA-B6-A0I1	brca	WT	0	-909.60781	0.0	0.0	9.8704	7.8469	9.7124	10.988	0.0	9.5491	10.7393	1.9671	8.4386	9.9963	0.4041	8.6912	0.0	9.5541
TCGA-63-6202	lusc	WT	0	2004.28166	0.0	0.0	10.8823	7.5121	10.4028	10.8879	0.0	8.7065	10.5652	0.0	10.5898	9.9074	5.7633	9.2408	0.0	9.3127
TCGA-BH-A18U	brca	WT	0	-96.06058	0.0	0.0	10.4626	8.2117	9.3183	10.438	0.0	9.8003	10.4787	1.464	9.2852	9.9375	2.1755	7.8992	0.0	10.3266
TCGA-EL-A3H8	thca	WT	0	-623.23196	1.1288	0.0	11.389	7.4052	10.0934	11.0353	3.6856	9.1086	11.3096	0.0	10.3748	8.8562	0.0	9.14	0.0	8.3599
TCGA-D8-A1XM	brca	WT	0	681.29371	0.0	0.0	10.649	8.7546	8.7603	10.8464	0.8408	9.7573	10.988	0.8408	9.062	9.8714	2.2302	8.5382	0.8408	11.503
TCGA-DM-A285	coad	WT	0	-1047.61945	0.0	0.0	11.014	8.0836	10.0154	10.6031	0.4486	9.1306	10.7856	0.0	9.1418	10.5271	0.7904	8.6976	0.0	8.4484
TCGA-C5-A2LY	cesc	WT	0	1811.66978	0.0	0.0	11.7861	7.5396	11.825	10.8652	4.0811	8.7914	9.9712	0.0	9.1821	7.3341	6.862	8.3772	0.6314	10.4966
TCGA-A4-A6HP	kirp	WT	0	987.96838	0.0	0.0	10.7894	7.5143	11.5794	11.0893	5.3603	8.2711	10.8283	1.5632	8.5579	7.1866	1.784	8.4941	0.0	8.2057
TCGA-DB-A4XC	lgg	WT	0	-266.97555	0.0	0.0	10.9893	7.9943	9.0789	9.5743	1.1867	8.9134	10.2809	0.0	7.5642	9.4455	0.0	8.3272	0.0	9.0023
TCGA-E9-A248	brca	WT	0	1470.00696	0.0	0.0	11.2272	8.8097	9.0063	10.8438	1.3888	10.1063	10.9212	0.4046	8.9729	9.3154	5.4399	9.4067	0.0	10.9219
TCGA-DB-A64W	lgg	WT	0	-2012.45772	0.5301	0.0	10.3593	8.303	8.2513	9.9407	0.0	8.9206	11.5412	0.0	7.0346	9.4666	0.0	8.9727	0.0	7.9918
TCGA-HZ-A4BK	paad	WT	0	1006.40488	0.0	0.0	11.1303	7.6378	10.9944	11.1788	3.4758	9.3041	10.8176	0.0	10.9054	8.5569	1.7701	9.4001	0.0	9.6507
TCGA-78-7162	luad	WT	0	1047.91461	0.0	0.0	11.1283	8.2425	9.6346	10.7513	0.0	9.1877	11.0423	0.0	10.7343	9.0015	3.5374	8.7644	0.0	8.8835
TCGA-FV-A3I0	lihc	WT	0	-165.37904	0.0	0.0	9.5614	9.6725	10.7081	12.5741	0.0	8.7529	11.2367	1.1206	7.4973	7.7543	0.6665	8.6738	0.0	9.2343
TCGA-BH-A0AV	brca	WT	0	50.91455	0.0	0.0	11.1696	7.8392	9.1282	11.5863	2.008	9.0134	11.3941	0.4177	9.6795	9.145	1.0053	10.4341	0.0	9.7243
TCGA-P8-A6RY	pcpg	WT	0	-1078.93008	0.0	0.0	10.5133	7.5137	9.7551	9.7694	0.0	9.6607	11.032	0.0	8.7601	8.7436	0.0	8.2281	0.0	8.6133
TCGA-A2-A0YI	brca	WT	0	1265.76175	0.0	0.9218	11.0053	8.8737	8.4271	11.9445	0.3765	9.7142	11.8782	1.6263	9.4915	9.4411	2.3713	8.9794	0.6747	10.4122
TCGA-BH-A201	brca	WT	0	-512.10301	0.0	0.0	11.1324	8.3635	9.0908	11.196	2.3188	9.711	11.2161	1.3416	9.1546	9.5029	0.3861	8.8065	0.0	10.3443
TCGA-N5-A4RO	ucs	WT	0	-1742.05304	0.0	0.0	9.5241	9.8665	10.9004	11.3534	2.8187	8.419	9.592	0.0	11.1627	9.8699	0.0	8.4519	0.0	8.3689
TCGA-97-A4M2	luad	WT	0	2085.84084	0.9733	0.0	11.2288	7.838	10.7787	10.5886	1.2898	9.3724	10.771	0.0	10.9545	8.9047	4.3409	9.3457	0.0	8.9878
TCGA-44-4112	luad	WT	0	626.50416	0.0	0.0	12.2571	7.5088	10.4919	12.0772	0.0	9.3839	11.2517	0.0	10.8514	8.4058	1.1406	10.4356	0.0	8.9193
TCGA-75-7027	luad	WT	0	-73.12636	0.0	0.0	10.2651	7.906	10.1107	10.7895	3.3183	9.5723	9.942	0.0	8.8739	9.5673	2.2521	8.2143	0.0	8.1072
TCGA-27-1832	gbm	WT	0	967.83989	0.0	0.0	11.3763	7.6021	10.5035	11.3382	0.0	9.2786	10.8241	3.3901	8.7362	8.0509	0.5376	8.7438	0.0	8.4572
TCGA-B6-A0RN	brca	WT	0	-681.25961	0.0	0.0	10.3293	8.3169	8.6185	11.3804	1.9556	9.4858	10.5955	0.0	9.5087	9.1087	0.4969	7.3841	0.0	9.8763
TCGA-FY-A3NP	thca	WT	0	-999.79147	0.0	0.0	10.5552	8.3482	9.5941	10.3889	0.3584	8.6692	11.1865	0.0	8.9735	8.7116	0.0	7.2482	0.0	7.856
TCGA-49-4490	luad	WT	0	422.15046	0.0	0.0	13.3369	8.0461	9.4013	10.7923	0.7658	9.5062	10.6258	0.7658	10.7348	7.4485	3.5241	9.0919	0.0	9.357
TCGA-DW-5561	kirp	WT	0	30.06417	0.5014	0.0	11.2298	7.8137	10.5467	10.6273	4.8707	9.1097	10.3794	0.0	6.9249	8.1539	0.0	9.2403	0.0	8.5347
TCGA-DU-5851	lgg	WT	0	-834.87963	0.0	1.2324	11.1007	8.4998	8.753	9.2951	0.0	9.0654	10.8469	0.0	7.3119	9.8037	0.0	8.6123	0.0	7.9793
TCGA-CZ-5465	kirc	WT	0	328.28780	0.0	0.0	10.8846	7.3957	9.3795	11.2394	1.3385	9.4662	11.2924	0.0	9.2753	8.6114	1.0138	9.2605	0.3275	10.2918
TCGA-RT-A6YA	pcpg	WT	0	-308.21689	0.0	0.0	10.7651	7.5253	9.8794	11.342	0.0	9.9023	10.4636	0.0	8.7125	8.0495	0.0	8.5902	1.3747	8.1608
TCGA-RC-A6M4	lihc	WT	0	-937.54664	0.0	0.0	11.1789	7.7427	10.0119	9.6339	0.0	8.6562	12.1067	0.0	6.2996	8.9171	0.0	8.7633	0.0	9.5337
TCGA-38-4632	luad	WT	0	1531.51337	0.0	0.0	13.2773	7.7216	9.2541	11.1364	0.0	9.6948	11.314	0.0	10.8832	7.9691	3.536	9.507	0.0	9.5941
TCGA-B0-4822	kirc	WT	0	1277.99132	0.0	0.0	11.0854	5.9941	11.2071	11.4991	5.1724	9.1407	10.808	0.6916	10.7765	8.5601	2.027	9.0257	0.6916	9.1438
TCGA-32-2615	gbm	WT	0	516.02700	0.518	0.0	10.8069	7.6817	10.0282	11.2302	0.8983	8.9083	11.0308	0.8983	8.5692	8.3249	0.8983	8.9228	0.518	8.8622
