Sample	Project	Score
TCGA-E9-A22D	breast_cancer	2123.43935
TCGA-22-5471	lung_squamous_cell_carcinoma	1857.86434
TCGA-AR-A256	breast_cancer	-96.15749
TCGA-D5-6541	colon_cancer	625.09411
TCGA-BT-A20J	bladder_cancer	1313.92036
TCGA-LL-A5YL	breast_cancer	495.02947
TCGA-D8-A1XG	breast_cancer	-560.77515
TCGA-QR-A70T	pheochromocytoma_&_paraganglioma	-1174.02489
TCGA-BA-4077	head_and_neck_cancer	1033.25291
TCGA-B8-4620	kidney_clear_cell_carcinoma	1305.78585
TCGA-DJ-A4V4	thyroid_cancer_	-349.52576
TCGA-WB-A81N	pheochromocytoma_&_paraganglioma	-698.09870
TCGA-L9-A443	lung_adenocarcinoma	473.85777
TCGA-CJ-4882	kidney_clear_cell_carcinoma	2009.74501
TCGA-BP-4970	kidney_clear_cell_carcinoma	1644.08666
TCGA-AA-3516	colon_cancer	1083.33700
TCGA-A6-6138	colon_cancer	960.11176
TCGA-DJ-A3UW	thyroid_cancer_	1305.08903
TCGA-CJ-4874	kidney_clear_cell_carcinoma	1496.65139
TCGA-HT-7881	lower_grade_glioma	-1598.20760
TCGA-EE-A2GR	melanoma	-1121.23982
TCGA-HC-7078	prostate_cancer	-586.28334
TCGA-BH-A18Q	breast_cancer	-345.48625
TCGA-EK-A3GK	cervical_cancer	9.61428
TCGA-DD-A4NF	liver_cancer	-786.40334
TCGA-D8-A27I	breast_cancer	658.73424
TCGA-EA-A5O9	cervical_cancer	223.56537
TCGA-DU-7010	lower_grade_glioma	-927.19169
TCGA-CQ-6223	head_and_neck_cancer	429.09669
TCGA-DD-A73E	liver_cancer	-1115.42610
TCGA-B0-4844	kidney_clear_cell_carcinoma	767.51567
TCGA-33-4566	lung_squamous_cell_carcinoma	1248.53849
TCGA-DB-5276	lower_grade_glioma	144.04263
TCGA-CM-6162	colon_cancer	1169.04835
TCGA-BT-A20Q	bladder_cancer	487.05615
TCGA-HT-7468	lower_grade_glioma	-989.24417
TCGA-S7-A7WN	pheochromocytoma_&_paraganglioma	-340.74183
TCGA-CV-5441	head_and_neck_cancer	-23.81934
TCGA-AR-A0TX	breast_cancer	1186.30346
TCGA-DD-A4ND	liver_cancer	541.12934
TCGA-G9-6343	prostate_cancer	-1040.47749
TCGA-B1-A657	kidney_papillary_cell_carcinoma	751.62235
TCGA-E2-A1LL	breast_cancer	-658.57111
TCGA-EI-6882	rectal_cancer	-94.93401
TCGA-AN-A04D	breast_cancer	-1238.48172
TCGA-FD-A3NA	bladder_cancer	175.82884
TCGA-E2-A10A	breast_cancer	-186.68118
TCGA-MH-A561	kidney_papillary_cell_carcinoma	270.64842
TCGA-34-2600	lung_squamous_cell_carcinoma	-460.42873
TCGA-DA-A1I5	melanoma	1795.93072
TCGA-39-5019	lung_squamous_cell_carcinoma	492.87301
TCGA-KL-8325	kidney_chromophobe	-927.76952
TCGA-C5-A1MN	cervical_cancer	-116.78268
TCGA-CJ-5676	kidney_clear_cell_carcinoma	1531.96444
TCGA-06-0152	glioblastoma	944.70299
TCGA-86-A456	lung_adenocarcinoma	1206.47464
TCGA-A4-8630	kidney_papillary_cell_carcinoma	-854.47441
TCGA-FG-7638	lower_grade_glioma	-1050.19512
TCGA-DU-8166	lower_grade_glioma	-574.13871
TCGA-EE-A3J3	melanoma	347.05407
TCGA-66-2754	lung_squamous_cell_carcinoma	-880.54086
TCGA-A8-A09E	breast_cancer	-680.44232
TCGA-E2-A156	breast_cancer	-788.15094
TCGA-C5-A2LZ	cervical_cancer	464.76838
TCGA-BP-5173	kidney_clear_cell_carcinoma	1263.87677
TCGA-14-1825	glioblastoma	-691.99814
TCGA-EJ-5514	prostate_cancer	-309.24747
TCGA-AZ-6599	colon_cancer	202.78536
TCGA-CH-5788	prostate_cancer	-1130.94361
TCGA-50-5933	lung_adenocarcinoma	1889.14530
TCGA-EB-A4IS	melanoma	1648.17559
TCGA-EK-A2H1	cervical_cancer	990.89952
TCGA-BH-A2L8	breast_cancer	1514.12205
TCGA-G4-6310	colon_cancer	-1137.87230
TCGA-EJ-7785	prostate_cancer	-483.12813
TCGA-55-8299	lung_adenocarcinoma	2096.40534
TCGA-HE-7128	kidney_papillary_cell_carcinoma	1847.53451
TCGA-A2-A0EQ	breast_cancer	1791.19083
TCGA-EE-A182	melanoma	728.67751
TCGA-AR-A24Z	breast_cancer	-400.80677
TCGA-37-4135	lung_squamous_cell_carcinoma	393.85416
TCGA-66-2773	lung_squamous_cell_carcinoma	1097.83714
TCGA-A7-A425	breast_cancer	435.85870
TCGA-A2-A25A	breast_cancer	525.30299
TCGA-AG-3742	rectal_cancer	620.32335
TCGA-HT-7472	lower_grade_glioma	94.05877
TCGA-A6-5660	colon_cancer	-364.43620
TCGA-A2-A0T4	breast_cancer	576.87465
TCGA-BL-A3JM	bladder_cancer	-708.01182
TCGA-EL-A3T6	thyroid_cancer_	1011.13115
TCGA-DY-A1DG	rectal_cancer	-824.69399
TCGA-55-6982	lung_adenocarcinoma	2259.28601
TCGA-HT-A5RC	lower_grade_glioma	-205.94333
TCGA-EW-A1P1	breast_cancer	913.44635
TCGA-50-5932	lung_adenocarcinoma	-21.10208
TCGA-QR-A6GZ	pheochromocytoma_&_paraganglioma	-305.47866
TCGA-D8-A1JD	breast_cancer	302.27244
TCGA-CC-5263	liver_cancer	95.33424
TCGA-A7-A0CE	breast_cancer	-580.54757
TCGA-BA-5558	head_and_neck_cancer	980.65945
TCGA-GC-A3RD	bladder_cancer	-565.13204
TCGA-KN-8432	kidney_chromophobe	-447.50536
TCGA-B0-5402	kidney_clear_cell_carcinoma	74.56830
TCGA-FB-A545	pancreatic_cancer	-723.16327
TCGA-12-0618	glioblastoma	-940.06213
TCGA-EE-A29H	melanoma	440.49661
TCGA-B3-4103	kidney_papillary_cell_carcinoma	-185.79885
TCGA-B9-7268	kidney_papillary_cell_carcinoma	-814.41293
TCGA-55-8614	lung_adenocarcinoma	236.28817
TCGA-CR-7382	head_and_neck_cancer	1828.37227
TCGA-BF-A3DN	melanoma	-596.92506
TCGA-SR-A6MS	pheochromocytoma_&_paraganglioma	-912.93597
TCGA-QR-A706	pheochromocytoma_&_paraganglioma	-451.88530
TCGA-J2-A4AG	lung_adenocarcinoma	1381.46804
TCGA-QR-A70K	pheochromocytoma_&_paraganglioma	-1239.76437
TCGA-A2-A3XV	breast_cancer	-73.03209
TCGA-22-4607	lung_squamous_cell_carcinoma	450.67457
TCGA-EW-A1P8	breast_cancer	861.25640
TCGA-55-7815	lung_adenocarcinoma	1254.93374
TCGA-IK-7675	lower_grade_glioma	-1181.51504
TCGA-BC-A10Q	liver_cancer	-108.39163
TCGA-CZ-4854	kidney_clear_cell_carcinoma	682.90888
TCGA-DD-A4NO	liver_cancer	-339.59357
TCGA-DD-A1EL	liver_cancer	348.08753
TCGA-ET-A2MY	thyroid_cancer_	-385.98886
TCGA-E9-A24A	breast_cancer	741.77026
TCGA-BH-A0B9	breast_cancer	1072.01849
TCGA-A1-A0SH	breast_cancer	-88.72341
TCGA-A7-A4SA	breast_cancer	1056.36037
TCGA-A4-7287	kidney_papillary_cell_carcinoma	487.30408
TCGA-E2-A14W	breast_cancer	-1097.22051
TCGA-AG-3592	rectal_cancer	-218.80669
TCGA-A7-A26G	breast_cancer	816.68456
TCGA-CS-6668	lower_grade_glioma	-1457.66032
TCGA-CN-4731	head_and_neck_cancer	94.07668
TCGA-SA-A6C2	pheochromocytoma_&_paraganglioma	-1257.02870
TCGA-E9-A228	breast_cancer	-291.77322
TCGA-HT-7476	lower_grade_glioma	-847.01147
TCGA-FS-A1ZS	melanoma	91.33594
TCGA-QT-A5XK	pheochromocytoma_&_paraganglioma	-280.07189
TCGA-OR-A5K3	adrenocortical_cancer	-203.45671
TCGA-CV-5432	head_and_neck_cancer	-319.98841
TCGA-A3-3385	kidney_clear_cell_carcinoma	-75.88144
TCGA-DK-A3IN	bladder_cancer	523.11291
TCGA-12-3650	glioblastoma	-114.29440
TCGA-HD-7229	head_and_neck_cancer	529.09755
TCGA-DD-A1EA	liver_cancer	276.20612
TCGA-86-8075	lung_adenocarcinoma	912.50710
TCGA-BQ-5882	kidney_papillary_cell_carcinoma	513.80670
TCGA-AR-A2LO	breast_cancer	794.93733
TCGA-B0-4823	kidney_clear_cell_carcinoma	1249.94228
TCGA-BH-A0HQ	breast_cancer	-419.49188
TCGA-DJ-A2PN	thyroid_cancer_	-593.50752
TCGA-HT-7616	lower_grade_glioma	356.43172
TCGA-GC-A3WC	bladder_cancer	913.36455
TCGA-EJ-5496	prostate_cancer	-1223.00004
TCGA-J8-A3NZ	thyroid_cancer_	16.40335
TCGA-EM-A2CP	thyroid_cancer_	1922.68262
TCGA-A2-A0YD	breast_cancer	682.19055
TCGA-DZ-6132	kidney_papillary_cell_carcinoma	2033.66931
TCGA-EL-A4JZ	thyroid_cancer_	985.79676
TCGA-A4-A5DU	kidney_papillary_cell_carcinoma	-309.82204
TCGA-EM-A3FO	thyroid_cancer_	-551.91894
TCGA-EW-A3U0	breast_cancer	2218.18405
TCGA-BH-A1FL	breast_cancer	-601.38746
TCGA-AZ-6603	colon_cancer	82.92938
TCGA-06-0646	glioblastoma	755.53175
TCGA-BQ-7060	kidney_papillary_cell_carcinoma	251.89523
TCGA-DK-A3IU	bladder_cancer	2419.32880
TCGA-DJ-A1QG	thyroid_cancer_	-278.44506
TCGA-W2-A7HF	pheochromocytoma_&_paraganglioma	-1171.97836
TCGA-55-8085	lung_adenocarcinoma	1308.46757
TCGA-BH-A0HF	breast_cancer	535.17305
TCGA-G2-A2EF	bladder_cancer	1141.04814
TCGA-D8-A1JM	breast_cancer	-422.03585
TCGA-RP-A693	melanoma	1021.12540
TCGA-EA-A3Y4	cervical_cancer	1829.82977
TCGA-DB-A64P	lower_grade_glioma	-761.59265
TCGA-HT-7607	lower_grade_glioma	-1069.87299
TCGA-CN-6019	head_and_neck_cancer	1462.81681
TCGA-DB-A64U	lower_grade_glioma	-1114.42501
TCGA-K4-A3WU	bladder_cancer	944.63932
TCGA-KL-8346	kidney_chromophobe	-1623.05627
TCGA-D5-6533	colon_cancer	-223.98750
TCGA-A3-3326	kidney_clear_cell_carcinoma	1820.31521
TCGA-AQ-A04H	breast_cancer	-656.29956
TCGA-HW-7491	lower_grade_glioma	-1212.10039
TCGA-ER-A2NH	melanoma	2594.91391
TCGA-EM-A1YC	thyroid_cancer_	761.80592
TCGA-BJ-A2N9	thyroid_cancer_	1913.51310
TCGA-A8-A07J	breast_cancer	1075.07290
TCGA-66-2734	lung_squamous_cell_carcinoma	1139.64549
TCGA-55-A493	lung_adenocarcinoma	1603.39234
TCGA-55-7576	lung_adenocarcinoma	812.73837
TCGA-FD-A3SL	bladder_cancer	196.49654
TCGA-D3-A3CE	melanoma	1236.04038
TCGA-P6-A5OF	adrenocortical_cancer	-809.81400
TCGA-HW-A5KM	lower_grade_glioma	1638.09610
TCGA-B6-A2IU	breast_cancer	-799.43875
TCGA-G9-6377	prostate_cancer	-666.85275
TCGA-M8-A5N4	pancreatic_cancer	949.06688
TCGA-AO-A0JL	breast_cancer	-571.52010
TCGA-A6-2675	colon_cancer	-115.84282
TCGA-GM-A5PX	breast_cancer	-54.30851
TCGA-GM-A2DF	breast_cancer	1204.98907
TCGA-B6-A0IN	breast_cancer	946.19733
TCGA-55-7227	lung_adenocarcinoma	1529.55196
TCGA-CK-5916	colon_cancer	840.45256
TCGA-EE-A29A	melanoma	-1079.89176
TCGA-BP-5187	kidney_clear_cell_carcinoma	693.88084
TCGA-B0-4694	kidney_clear_cell_carcinoma	2223.49987
TCGA-ER-A19O	melanoma	2345.63137
TCGA-GN-A263	melanoma	299.72151
TCGA-AN-A0FD	breast_cancer	42.18383
TCGA-DJ-A2QA	thyroid_cancer_	-198.01028
TCGA-WB-A80M	pheochromocytoma_&_paraganglioma	-1113.33483
TCGA-B6-A0IB	breast_cancer	-1158.50355
TCGA-BJ-A3PT	thyroid_cancer_	302.53333
TCGA-GC-A3I6	bladder_cancer	380.15026
TCGA-39-5027	lung_squamous_cell_carcinoma	-949.52720
TCGA-BP-4346	kidney_clear_cell_carcinoma	2518.20835
TCGA-05-4390	lung_adenocarcinoma	76.91350
TCGA-CV-7099	head_and_neck_cancer	825.40452
TCGA-ET-A3DS	thyroid_cancer_	-798.51823
TCGA-PR-A5PF	pheochromocytoma_&_paraganglioma	-1173.43179
TCGA-BP-4163	kidney_clear_cell_carcinoma	1166.38850
TCGA-BC-A10W	liver_cancer	585.78353
TCGA-D8-A13Y	breast_cancer	-1429.05853
TCGA-EL-A3T1	thyroid_cancer_	543.88348
TCGA-E9-A1NF	breast_cancer	286.29490
TCGA-AO-A0J5	breast_cancer	-192.64445
TCGA-WB-A821	pheochromocytoma_&_paraganglioma	-986.24906
TCGA-DK-A1AG	bladder_cancer	-319.88385
TCGA-QR-A6GX	pheochromocytoma_&_paraganglioma	-933.54162
TCGA-78-8660	lung_adenocarcinoma	1661.92413
TCGA-JW-A5VL	cervical_cancer	1044.39585
TCGA-CR-7376	head_and_neck_cancer	2270.15470
TCGA-A8-A09I	breast_cancer	590.06841
TCGA-FV-A496	liver_cancer	-911.66520
TCGA-EB-A5UL	melanoma	794.80581
TCGA-HT-7688	lower_grade_glioma	-1478.03558
TCGA-ET-A4KN	thyroid_cancer_	1672.83489
TCGA-E9-A1R7	breast_cancer	-981.15131
TCGA-DU-6405	lower_grade_glioma	-422.01346
TCGA-EL-A3H1	thyroid_cancer_	-943.24510
TCGA-HT-A4DS	lower_grade_glioma	358.62339
TCGA-66-2765	lung_squamous_cell_carcinoma	1071.82232
TCGA-AN-A0FL	breast_cancer	-736.49870
TCGA-AO-A0J7	breast_cancer	-954.38172
TCGA-EB-A41A	melanoma	-470.64092
TCGA-RW-A67V	pheochromocytoma_&_paraganglioma	-1002.93881
TCGA-44-2662	lung_adenocarcinoma	2220.41637
TCGA-EJ-5532	prostate_cancer	-1048.64349
TCGA-46-3767	lung_squamous_cell_carcinoma	1486.75513
TCGA-E1-5303	lower_grade_glioma	662.41917
TCGA-BH-A0BL	breast_cancer	1149.59512
TCGA-CR-7372	head_and_neck_cancer	-84.02456
TCGA-A3-3320	kidney_clear_cell_carcinoma	632.25156
TCGA-OR-A5KY	adrenocortical_cancer	-596.95164
TCGA-B2-4099	kidney_clear_cell_carcinoma	1605.11087
TCGA-EJ-A46H	prostate_cancer	-195.67427
TCGA-64-5774	lung_adenocarcinoma	-529.23156
TCGA-QR-A6H2	pheochromocytoma_&_paraganglioma	-885.48214
TCGA-WB-A81W	pheochromocytoma_&_paraganglioma	-1005.21687
TCGA-C8-A12Y	breast_cancer	-229.99928
TCGA-CZ-5463	kidney_clear_cell_carcinoma	792.23358
TCGA-CZ-5986	kidney_clear_cell_carcinoma	-1089.76883
TCGA-AC-A2FM	breast_cancer	-946.94707
TCGA-70-6722	lung_squamous_cell_carcinoma	919.39445
TCGA-FS-A1Z7	melanoma	373.81070
TCGA-AC-A5XU	breast_cancer	-488.43828
TCGA-AO-A0JE	breast_cancer	1231.81102
TCGA-CC-5258	liver_cancer	83.40478
TCGA-HT-7860	lower_grade_glioma	224.62710
TCGA-50-6590	lung_adenocarcinoma	1747.55439
TCGA-66-2780	lung_squamous_cell_carcinoma	548.62844
TCGA-A4-8098	kidney_papillary_cell_carcinoma	-88.32156
TCGA-DJ-A2Q3	thyroid_cancer_	816.50828
TCGA-B9-4116	kidney_papillary_cell_carcinoma	-217.46997
TCGA-N5-A4R8	uterine_carcinosarcoma_	-1859.98168
TCGA-60-2724	lung_squamous_cell_carcinoma	2.51650
TCGA-05-4398	lung_adenocarcinoma	1514.82830
TCGA-JW-A5VK	cervical_cancer	-552.06940
TCGA-CV-7254	head_and_neck_cancer	1473.15242
TCGA-CN-6012	head_and_neck_cancer	650.54211
TCGA-BP-4977	kidney_clear_cell_carcinoma	872.33534
TCGA-HZ-8005	pancreatic_cancer	646.09998
TCGA-BP-4763	kidney_clear_cell_carcinoma	558.39388
TCGA-EE-A3AF	melanoma	862.84920
TCGA-N5-A4RM	uterine_carcinosarcoma_	-818.09187
TCGA-B0-5095	kidney_clear_cell_carcinoma	959.19777
TCGA-D8-A27R	breast_cancer	261.51306
TCGA-BJ-A45G	thyroid_cancer_	-794.63240
TCGA-91-6848	lung_adenocarcinoma	1540.41361
TCGA-CZ-5987	kidney_clear_cell_carcinoma	1234.24471
TCGA-D3-A2JL	melanoma	1424.49213
TCGA-N5-A4RT	uterine_carcinosarcoma_	-1500.63978
TCGA-D3-A1Q1	melanoma	-1050.63283
TCGA-CR-6482	head_and_neck_cancer	1944.34295
TCGA-55-8620	lung_adenocarcinoma	433.59926
TCGA-N9-A4Q1	uterine_carcinosarcoma_	-1040.65335
TCGA-A2-A0CX	breast_cancer	477.76054
TCGA-44-A47A	lung_adenocarcinoma	1396.49863
TCGA-DU-6410	lower_grade_glioma	-1797.08682
TCGA-CV-6935	head_and_neck_cancer	-417.13432
TCGA-EB-A3Y7	melanoma	-345.32672
TCGA-CV-6941	head_and_neck_cancer	49.17480
TCGA-50-6595	lung_adenocarcinoma	2074.36717
TCGA-CN-6992	head_and_neck_cancer	-340.76680
TCGA-AR-A1AW	breast_cancer	2632.72981
TCGA-N6-A4VG	uterine_carcinosarcoma_	-564.52108
TCGA-EL-A3CM	thyroid_cancer_	-127.82869
TCGA-A8-A0A9	breast_cancer	-64.79527
TCGA-B0-5691	kidney_clear_cell_carcinoma	791.26293
TCGA-L4-A4E5	lung_adenocarcinoma	26.43352
TCGA-DK-A2I4	bladder_cancer	2401.59132
TCGA-12-0821	glioblastoma	-689.05735
TCGA-CN-5373	head_and_neck_cancer	1129.95183
TCGA-EL-A3MY	thyroid_cancer_	-1122.27727
TCGA-EJ-8469	prostate_cancer	-1070.62763
TCGA-ED-A7PX	liver_cancer	-155.43149
TCGA-E1-5311	lower_grade_glioma	-1436.26440
TCGA-DQ-5629	head_and_neck_cancer	-777.67607
TCGA-BH-A0BC	breast_cancer	143.73954
TCGA-CC-A7IL	liver_cancer	-789.54119
TCGA-AR-A254	breast_cancer	1026.76210
TCGA-64-1679	lung_adenocarcinoma	877.76496
TCGA-BH-A18S	breast_cancer	-412.41647
TCGA-AD-6890	colon_cancer	-349.30694
TCGA-FS-A4FC	melanoma	-60.19753
TCGA-CV-7177	head_and_neck_cancer	-290.76538
TCGA-C5-A7CG	cervical_cancer	2234.91623
TCGA-27-1837	glioblastoma	150.57892
TCGA-78-7152	lung_adenocarcinoma	980.35238
TCGA-E2-A15A	breast_cancer	342.88458
TCGA-BJ-A28Z	thyroid_cancer_	2096.55140
TCGA-LL-A50Y	breast_cancer	381.92754
TCGA-EW-A1PE	breast_cancer	962.26717
TCGA-RW-A67W	pheochromocytoma_&_paraganglioma	-466.93157
TCGA-BH-A0HL	breast_cancer	-1482.22144
TCGA-CM-5864	colon_cancer	-339.11804
TCGA-06-5856	glioblastoma	126.29617
TCGA-A8-A07I	breast_cancer	321.77760
TCGA-A6-5661	colon_cancer	-170.28833
TCGA-97-7938	lung_adenocarcinoma	385.75622
TCGA-BC-A216	liver_cancer	298.26811
TCGA-BB-4225	head_and_neck_cancer	1159.57968
TCGA-E9-A3QA	breast_cancer	1741.97485
TCGA-EW-A1IX	breast_cancer	25.17661
TCGA-CN-4737	head_and_neck_cancer	33.43655
TCGA-DJ-A4UL	thyroid_cancer_	115.72169
TCGA-EL-A3T0	thyroid_cancer_	-1.53036
TCGA-QM-A5NM	uterine_carcinosarcoma_	-1079.70690
TCGA-BH-A42T	breast_cancer	256.76090
TCGA-G9-6371	prostate_cancer	-1196.87133
TCGA-A4-A5XZ	kidney_papillary_cell_carcinoma	252.86453
TCGA-FS-A1ZE	melanoma	-993.56151
TCGA-DM-A0XF	colon_cancer	-367.21623
TCGA-ED-A7PY	liver_cancer	-712.49186
TCGA-HT-A5R9	lower_grade_glioma	-1406.30251
TCGA-BH-A0H3	breast_cancer	178.43844
TCGA-A2-A0CQ	breast_cancer	292.46048
TCGA-B6-A0X4	breast_cancer	-1325.39999
TCGA-C8-A274	breast_cancer	-440.73229
TCGA-44-8119	lung_adenocarcinoma	726.62825
TCGA-KM-8440	kidney_chromophobe	-1040.20246
TCGA-AR-A1AN	breast_cancer	69.79826
TCGA-EM-A3FN	thyroid_cancer_	-1013.63875
TCGA-DM-A282	colon_cancer	-915.00026
TCGA-27-2526	glioblastoma	455.46101
TCGA-OR-A5KX	adrenocortical_cancer	-772.16443
TCGA-MP-A4TA	lung_adenocarcinoma	584.80819
TCGA-KN-8429	kidney_chromophobe	-745.09374
TCGA-EJ-5519	prostate_cancer	-1054.18319
TCGA-EW-A1P3	breast_cancer	-185.11972
TCGA-CW-6087	kidney_clear_cell_carcinoma	2973.88145
TCGA-32-1982	glioblastoma	879.07176
TCGA-H9-A6BY	prostate_cancer	-1470.16363
TCGA-FW-A3I3	melanoma	-849.73594
TCGA-DU-A5TT	lower_grade_glioma	-530.50868
TCGA-N8-A4PM	uterine_carcinosarcoma_	-1036.76627
TCGA-FG-6691	lower_grade_glioma	516.10151
TCGA-BJ-A4O8	thyroid_cancer_	589.03840
TCGA-CN-6018	head_and_neck_cancer	1011.09527
TCGA-CV-5435	head_and_neck_cancer	-808.27109
TCGA-55-7726	lung_adenocarcinoma	645.04759
TCGA-80-5608	lung_adenocarcinoma	284.48331
TCGA-BQ-5893	kidney_papillary_cell_carcinoma	-618.90670
TCGA-N7-A4Y8	uterine_carcinosarcoma_	-1223.81374
TCGA-HT-7677	lower_grade_glioma	-1140.76285
TCGA-KO-8416	kidney_chromophobe	-259.39862
TCGA-67-3772	lung_adenocarcinoma	1171.80330
TCGA-CR-5249	head_and_neck_cancer	1451.96564
TCGA-EM-A3AO	thyroid_cancer_	637.90407
TCGA-J8-A3O0	thyroid_cancer_	-504.20792
TCGA-FW-A5DX	melanoma	-832.68219
TCGA-A8-A0A6	breast_cancer	1216.29738
TCGA-CN-5369	head_and_neck_cancer	1486.05841
TCGA-63-5131	lung_squamous_cell_carcinoma	-109.18189
TCGA-EB-A42Y	melanoma	-257.39937
TCGA-E2-A1LG	breast_cancer	-287.31603
TCGA-EE-A2GJ	melanoma	1204.05159
TCGA-FU-A40J	cervical_cancer	257.45965
TCGA-A2-A04R	breast_cancer	-1053.10143
TCGA-BQ-5881	kidney_papillary_cell_carcinoma	1134.15244
TCGA-64-5781	lung_adenocarcinoma	1368.24891
TCGA-64-1681	lung_adenocarcinoma	948.00534
TCGA-EA-A5ZF	cervical_cancer	-831.47335
TCGA-EE-A17X	melanoma	-254.95698
TCGA-EM-A2P0	thyroid_cancer_	-571.33601
TCGA-FG-5964	lower_grade_glioma	-115.30546
TCGA-CJ-4902	kidney_clear_cell_carcinoma	1485.39508
TCGA-EE-A2MT	melanoma	-279.63892
TCGA-97-7552	lung_adenocarcinoma	2267.09043
TCGA-EI-6508	rectal_cancer	-662.45821
TCGA-DR-A0ZL	cervical_cancer	-369.81693
TCGA-QT-A5XP	pheochromocytoma_&_paraganglioma	-483.23596
TCGA-EM-A22Q	thyroid_cancer_	-387.36251
TCGA-44-5643	lung_adenocarcinoma	412.41688
TCGA-BH-A28Q	breast_cancer	-285.43273
TCGA-HT-7606	lower_grade_glioma	-968.43401
TCGA-EK-A2PI	cervical_cancer	-770.69324
TCGA-EM-A3O7	thyroid_cancer_	-619.85721
TCGA-E2-A1L6	breast_cancer	-125.94978
TCGA-A8-A085	breast_cancer	-1063.66624
TCGA-D8-A1XK	breast_cancer	370.02809
TCGA-CJ-4891	kidney_clear_cell_carcinoma	1636.12123
TCGA-55-7727	lung_adenocarcinoma	1009.84610
TCGA-KN-8431	kidney_chromophobe	-792.64787
TCGA-BH-A0W5	breast_cancer	1607.76212
TCGA-53-7624	lung_adenocarcinoma	134.42118
TCGA-J8-A3YH	thyroid_cancer_	-575.20045
TCGA-C8-A1HO	breast_cancer	-753.88851
TCGA-W2-A7H7	pheochromocytoma_&_paraganglioma	-645.28929
TCGA-EE-A20I	melanoma	156.01022
TCGA-AA-3663	colon_cancer	799.15664
TCGA-CR-7383	head_and_neck_cancer	1065.35188
TCGA-J7-6720	kidney_papillary_cell_carcinoma	748.68593
TCGA-AN-A03X	breast_cancer	141.91978
TCGA-HC-A6AP	prostate_cancer	-203.67415
TCGA-G3-A5SJ	liver_cancer	571.30181
TCGA-D6-6823	head_and_neck_cancer	-302.32315
TCGA-BH-A0DG	breast_cancer	581.02451
TCGA-A8-A08P	breast_cancer	1258.78428
TCGA-HZ-7922	pancreatic_cancer	628.63149
TCGA-AK-3445	kidney_clear_cell_carcinoma	1515.52779
TCGA-PE-A5DD	breast_cancer	283.95726
TCGA-E2-A14X	breast_cancer	652.29261
TCGA-E2-A14Q	breast_cancer	-365.74480
TCGA-E2-A1IE	breast_cancer	-1198.37904
TCGA-BJ-A28S	thyroid_cancer_	-1068.27063
TCGA-DB-A4XF	lower_grade_glioma	-539.38430
TCGA-EX-A69L	cervical_cancer	1673.58706
TCGA-BP-4976	kidney_clear_cell_carcinoma	343.88969
TCGA-BH-A1FR	breast_cancer	840.53641
TCGA-ET-A25G	thyroid_cancer_	-414.95923
TCGA-44-2661	lung_adenocarcinoma	2577.09962
TCGA-06-1804	glioblastoma	-387.32445
TCGA-69-7978	lung_adenocarcinoma	2205.25857
TCGA-GM-A3XN	breast_cancer	497.35469
TCGA-CW-5591	kidney_clear_cell_carcinoma	-305.31450
TCGA-DC-4749	rectal_cancer	-637.44785
TCGA-62-A46V	lung_adenocarcinoma	185.22907
TCGA-OR-A5JL	adrenocortical_cancer	-545.20024
TCGA-BP-4166	kidney_clear_cell_carcinoma	984.82390
TCGA-E2-A15M	breast_cancer	150.57439
TCGA-05-4430	lung_adenocarcinoma	1304.68996
TCGA-G7-7501	kidney_papillary_cell_carcinoma	-414.69649
TCGA-CM-6165	colon_cancer	23.36081
TCGA-C5-A3HF	cervical_cancer	223.88132
TCGA-A7-A26H	breast_cancer	289.67775
TCGA-DM-A28H	colon_cancer	-1022.79849
TCGA-A4-7828	kidney_papillary_cell_carcinoma	544.47463
TCGA-CV-7236	head_and_neck_cancer	99.27598
TCGA-EB-A41B	melanoma	-507.03510
TCGA-A2-A0T5	breast_cancer	-412.74501
TCGA-F4-6809	colon_cancer	285.32767
TCGA-D8-A1JN	breast_cancer	-328.00666
TCGA-AN-A049	breast_cancer	238.68047
TCGA-CW-5581	kidney_clear_cell_carcinoma	465.39834
TCGA-DM-A1D0	colon_cancer	-1250.08092
TCGA-E2-A15R	breast_cancer	-1269.61062
TCGA-86-8278	lung_adenocarcinoma	731.87154
TCGA-AO-A125	breast_cancer	-884.60563
TCGA-C5-A1ME	cervical_cancer	398.24532
TCGA-05-4410	lung_adenocarcinoma	1449.17397
TCGA-DE-A4M8	thyroid_cancer_	1900.94855
TCGA-69-7763	lung_adenocarcinoma	558.97056
TCGA-DJ-A2PU	thyroid_cancer_	-176.06091
TCGA-GV-A3QI	bladder_cancer	-1521.98336
TCGA-EA-A1QT	cervical_cancer	-56.51114
TCGA-EE-A2GM	melanoma	-465.11536
TCGA-G9-6369	prostate_cancer	-1222.82626
TCGA-HC-7211	prostate_cancer	-1346.22092
TCGA-73-4662	lung_adenocarcinoma	1359.37215
TCGA-EM-A1CS	thyroid_cancer_	-922.58233
TCGA-38-4627	lung_adenocarcinoma	1512.23523
TCGA-E2-A107	breast_cancer	-563.45171
TCGA-BJ-A0ZG	thyroid_cancer_	-840.79027
TCGA-EM-A3AJ	thyroid_cancer_	1121.16834
TCGA-A8-A07W	breast_cancer	99.07355
TCGA-06-0238	glioblastoma	563.56427
TCGA-CC-A5UC	liver_cancer	-217.32814
