Sample	Project	Score
TCGA-18-4721	lung_squamous_cell_carcinoma	1274.86694
TCGA-A8-A090	breast_cancer	346.50223
TCGA-HD-7831	head_and_neck_cancer	145.18768
TCGA-AK-3428	kidney_clear_cell_carcinoma	935.60525
TCGA-HZ-7920	pancreatic_cancer	1239.24747
TCGA-E2-A15J	breast_cancer	-581.31559
TCGA-50-5942	lung_adenocarcinoma	501.70081
TCGA-56-5898	lung_squamous_cell_carcinoma	431.22495
TCGA-F5-6864	rectal_cancer	-55.12312
TCGA-DS-A5RQ	cervical_cancer	619.35315
TCGA-EE-A2MM	melanoma	-80.62004
TCGA-28-2509	glioblastoma	189.81268
TCGA-CV-6951	head_and_neck_cancer	-632.66834
TCGA-CH-5743	prostate_cancer	153.02202
TCGA-E9-A3HO	breast_cancer	225.26498
TCGA-BQ-7048	kidney_papillary_cell_carcinoma	112.71274
TCGA-CR-7394	head_and_neck_cancer	1899.16797
TCGA-B0-5115	kidney_clear_cell_carcinoma	894.14728
TCGA-BT-A3PJ	bladder_cancer	596.03025
TCGA-DV-5576	kidney_clear_cell_carcinoma	-649.57816
TCGA-A2-A1G4	breast_cancer	-338.33422
TCGA-P4-A5EB	kidney_papillary_cell_carcinoma	-558.20886
TCGA-B0-5696	kidney_clear_cell_carcinoma	-1000.53110
TCGA-DU-7012	lower_grade_glioma	1207.11351
TCGA-EB-A3HV	melanoma	232.69856
TCGA-PD-A5DF	liver_cancer	359.93351
TCGA-55-8511	lung_adenocarcinoma	1367.23760
TCGA-44-6146	lung_adenocarcinoma	-208.62684
TCGA-CV-5430	head_and_neck_cancer	712.75670
TCGA-EW-A1PH	breast_cancer	-362.39842
TCGA-DD-A39Z	liver_cancer	-434.92087
TCGA-EP-A2KB	liver_cancer	-479.62406
TCGA-05-4396	lung_adenocarcinoma	-204.95345
TCGA-CJ-4635	kidney_clear_cell_carcinoma	1535.36013
TCGA-ER-A42L	melanoma	2299.47301
TCGA-OR-A5LO	adrenocortical_cancer	-1618.37595
TCGA-A2-A0CZ	breast_cancer	583.55598
TCGA-G9-7522	prostate_cancer	-830.91997
TCGA-50-5068	lung_adenocarcinoma	2162.42571
TCGA-J2-8192	lung_adenocarcinoma	1558.13253
TCGA-A8-A06Y	breast_cancer	-917.89747
TCGA-RC-A7SB	liver_cancer	-457.25776
TCGA-37-3783	lung_squamous_cell_carcinoma	1659.90847
TCGA-B6-A0WT	breast_cancer	-535.50045
TCGA-CN-6017	head_and_neck_cancer	2242.09354
TCGA-05-4244	lung_adenocarcinoma	933.75799
TCGA-CR-7370	head_and_neck_cancer	-296.81481
TCGA-A4-7585	kidney_papillary_cell_carcinoma	1201.83928
TCGA-AN-A0XS	breast_cancer	576.69341
TCGA-B6-A0WS	breast_cancer	843.85755
TCGA-D3-A3BZ	melanoma	1666.90153
TCGA-C5-A1BF	cervical_cancer	565.84683
TCGA-AR-A1AL	breast_cancer	37.09424
TCGA-B2-4101	kidney_clear_cell_carcinoma	1593.58126
TCGA-66-2791	lung_squamous_cell_carcinoma	1485.14036
TCGA-OR-A5J9	adrenocortical_cancer	-952.43712
TCGA-AR-A252	breast_cancer	1906.74932
TCGA-IR-A3LI	cervical_cancer	-732.58521
TCGA-EE-A2GT	melanoma	1777.77463
TCGA-AO-A12E	breast_cancer	223.85364
TCGA-P5-A5F2	lower_grade_glioma	-1310.12471
TCGA-UB-A7MD	liver_cancer	404.79544
TCGA-AR-A0TU	breast_cancer	560.98522
TCGA-F2-A44G	pancreatic_cancer	427.38205
TCGA-CJ-5678	kidney_clear_cell_carcinoma	2164.64890
TCGA-ER-A19C	melanoma	-289.32961
TCGA-A7-A13G	breast_cancer	20.15959
TCGA-B8-5553	kidney_clear_cell_carcinoma	1412.12540
TCGA-A2-A0CS	breast_cancer	29.09458
TCGA-KM-8443	kidney_chromophobe	-1301.41908
TCGA-F2-6880	pancreatic_cancer	-725.15078
TCGA-QT-A5XN	pheochromocytoma_&_paraganglioma	-964.58428
TCGA-J9-A52D	prostate_cancer	-1515.67211
TCGA-B6-A0RQ	breast_cancer	-865.94160
TCGA-A8-A079	breast_cancer	-244.85031
TCGA-IR-A3L7	cervical_cancer	-865.74056
TCGA-D8-A1X7	breast_cancer	-354.91128
TCGA-MP-A4T8	lung_adenocarcinoma	-250.00736
TCGA-EE-A29R	melanoma	-806.32839
TCGA-BH-A0W7	breast_cancer	1148.65907
TCGA-CS-6665	lower_grade_glioma	1018.61172
TCGA-HT-7855	lower_grade_glioma	-673.17967
TCGA-62-A46S	lung_adenocarcinoma	641.82375
TCGA-DQ-7590	head_and_neck_cancer	2351.29821
TCGA-RM-A68W	pheochromocytoma_&_paraganglioma	-442.17257
TCGA-QR-A70D	pheochromocytoma_&_paraganglioma	-918.52636
TCGA-06-2561	glioblastoma	814.99590
TCGA-FU-A3HZ	cervical_cancer	-472.77180
TCGA-NA-A4QW	uterine_carcinosarcoma_	-1267.11441
TCGA-CJ-4916	kidney_clear_cell_carcinoma	2431.16917
TCGA-S7-A7WL	pheochromocytoma_&_paraganglioma	-519.26855
TCGA-A3-3358	kidney_clear_cell_carcinoma	-812.51910
TCGA-28-2499	glioblastoma	95.95983
TCGA-WB-A815	pheochromocytoma_&_paraganglioma	-731.33030
TCGA-D3-A5GU	melanoma	454.57285
TCGA-PK-A5HB	adrenocortical_cancer	-861.53727
TCGA-27-1835	glioblastoma	-954.36530
TCGA-DJ-A3V7	thyroid_cancer_	-153.83763
TCGA-FS-A1YW	melanoma	-307.36463
TCGA-B8-5551	kidney_clear_cell_carcinoma	2823.32034
TCGA-CH-5769	prostate_cancer	-789.31664
TCGA-06-0130	glioblastoma	2176.80924
TCGA-AN-A0AR	breast_cancer	-923.78330
TCGA-F4-6854	colon_cancer	-233.44737
TCGA-CM-6171	colon_cancer	-179.79144
TCGA-97-7553	lung_adenocarcinoma	2375.74920
TCGA-CV-5970	head_and_neck_cancer	234.46043
TCGA-DD-A113	liver_cancer	-24.48292
TCGA-CH-5739	prostate_cancer	-418.75076
TCGA-A1-A0SM	breast_cancer	-29.38541
TCGA-FY-A3I4	thyroid_cancer_	88.70500
TCGA-ET-A39N	thyroid_cancer_	-721.41525
TCGA-ET-A39T	thyroid_cancer_	-552.83608
TCGA-FE-A237	thyroid_cancer_	-226.84732
TCGA-EU-5904	kidney_clear_cell_carcinoma	800.98912
TCGA-CJ-4637	kidney_clear_cell_carcinoma	2824.39734
TCGA-A8-A083	breast_cancer	-622.64034
TCGA-AG-3725	rectal_cancer	-321.72066
TCGA-D9-A149	melanoma	873.32318
TCGA-BC-A110	liver_cancer	986.36819
TCGA-CV-6937	head_and_neck_cancer	-129.89769
TCGA-EI-6884	rectal_cancer	280.54149
TCGA-02-2485	glioblastoma	-515.07354
TCGA-21-1070	lung_squamous_cell_carcinoma	1575.84269
TCGA-FE-A234	thyroid_cancer_	86.14617
TCGA-E9-A1N8	breast_cancer	-977.08825
TCGA-CV-5439	head_and_neck_cancer	358.81412
TCGA-BA-6868	head_and_neck_cancer	-483.88345
TCGA-E2-A1IJ	breast_cancer	895.19195
TCGA-34-5231	lung_squamous_cell_carcinoma	125.09005
TCGA-D9-A4Z3	melanoma	-216.86662
TCGA-AO-A03N	breast_cancer	-512.24748
TCGA-BH-A0BS	breast_cancer	-237.81839
TCGA-44-A47G	lung_adenocarcinoma	2129.05031
TCGA-A2-A0YM	breast_cancer	594.53190
TCGA-BH-A0DD	breast_cancer	-401.47225
TCGA-49-4506	lung_adenocarcinoma	1325.99088
TCGA-CK-4947	colon_cancer	408.88125
TCGA-HT-7857	lower_grade_glioma	1791.16175
TCGA-BH-A0GZ	breast_cancer	-449.12218
TCGA-WB-A81A	pheochromocytoma_&_paraganglioma	-1241.20827
TCGA-55-1592	lung_adenocarcinoma	678.64806
TCGA-DE-A0Y2	thyroid_cancer_	-407.44675
TCGA-OL-A5RX	breast_cancer	-27.07831
TCGA-A8-A07B	breast_cancer	-417.84425
TCGA-AN-A0XP	breast_cancer	-411.02320
TCGA-CM-6680	colon_cancer	259.47455
TCGA-D5-6924	colon_cancer	405.56872
TCGA-EJ-5517	prostate_cancer	-507.47579
TCGA-D3-A1Q9	melanoma	212.96329
TCGA-DU-7306	lower_grade_glioma	-460.25778
TCGA-CM-5348	colon_cancer	577.25745
TCGA-KL-8341	kidney_chromophobe	-1479.71799
TCGA-HT-A615	lower_grade_glioma	36.97202
TCGA-55-8091	lung_adenocarcinoma	1378.72932
TCGA-CJ-4904	kidney_clear_cell_carcinoma	979.46520
TCGA-A8-A0A4	breast_cancer	-673.58152
TCGA-06-0174	glioblastoma	-622.36204
TCGA-CV-7180	head_and_neck_cancer	-253.05576
TCGA-CJ-4907	kidney_clear_cell_carcinoma	709.93544
TCGA-FS-A4F5	melanoma	-512.65705
TCGA-A2-A0T2	breast_cancer	-33.55610
TCGA-BJ-A45D	thyroid_cancer_	47.91081
TCGA-BB-4228	head_and_neck_cancer	93.91370
TCGA-BH-A1EO	breast_cancer	625.36083
TCGA-86-8279	lung_adenocarcinoma	74.04719
TCGA-BP-4343	kidney_clear_cell_carcinoma	1810.91287
TCGA-BH-A0E0	breast_cancer	-608.83015
TCGA-FG-7643	lower_grade_glioma	-1092.40587
TCGA-EW-A2FS	breast_cancer	182.62873
TCGA-66-2742	lung_squamous_cell_carcinoma	513.34492
TCGA-B6-A0X1	breast_cancer	551.22892
TCGA-CS-5395	lower_grade_glioma	-1073.50774
TCGA-95-7948	lung_adenocarcinoma	138.88034
TCGA-OR-A5JK	adrenocortical_cancer	871.44650
TCGA-ER-A195	melanoma	1571.31750
TCGA-A6-6781	colon_cancer	1122.67278
TCGA-CZ-5451	kidney_clear_cell_carcinoma	-1112.25311
TCGA-L4-A4E6	lung_adenocarcinoma	2309.16227
TCGA-CN-4733	head_and_neck_cancer	2370.40838
TCGA-KL-8337	kidney_chromophobe	-1092.65213
TCGA-OR-A5KZ	adrenocortical_cancer	-660.31555
TCGA-J2-A4AE	lung_adenocarcinoma	1057.29999
TCGA-BH-A0BR	breast_cancer	548.19760
TCGA-FU-A3TX	cervical_cancer	330.79918
TCGA-FS-A1ZN	melanoma	-603.36396
TCGA-EM-A3AR	thyroid_cancer_	-613.80335
TCGA-EB-A5SE	melanoma	-702.15384
TCGA-E2-A14S	breast_cancer	366.07848
TCGA-AF-3911	rectal_cancer	-251.46901
TCGA-D8-A1J8	breast_cancer	961.42723
TCGA-E2-A14Z	breast_cancer	1240.00261
TCGA-EA-A5ZD	cervical_cancer	917.05768
TCGA-EK-A2PG	cervical_cancer	-417.66077
TCGA-DJ-A2PR	thyroid_cancer_	215.02476
TCGA-55-8507	lung_adenocarcinoma	282.24722
TCGA-HC-7212	prostate_cancer	-1088.81284
TCGA-BH-A0DI	breast_cancer	525.29110
TCGA-DJ-A3US	thyroid_cancer_	1102.09300
TCGA-GN-A26C	melanoma	2099.00235
TCGA-BP-4968	kidney_clear_cell_carcinoma	1419.02852
TCGA-N5-A59F	uterine_carcinosarcoma_	-120.79126
TCGA-CR-7388	head_and_neck_cancer	1042.11486
TCGA-A8-A08H	breast_cancer	2180.04517
TCGA-EA-A3HU	cervical_cancer	1927.25623
TCGA-CW-6093	kidney_clear_cell_carcinoma	500.47457
TCGA-KK-A59V	prostate_cancer	1687.93714
TCGA-ET-A39M	thyroid_cancer_	1335.74000
TCGA-KL-8334	kidney_chromophobe	-325.69234
TCGA-FS-A1ZK	melanoma	-1229.66491
TCGA-C8-A137	breast_cancer	-1078.35243
TCGA-HT-7692	lower_grade_glioma	-889.46669
TCGA-D8-A147	breast_cancer	330.60138
TCGA-FS-A1ZD	melanoma	-395.72402
TCGA-HT-8011	lower_grade_glioma	-954.57064
TCGA-OR-A5JB	adrenocortical_cancer	1339.44452
TCGA-EL-A3CZ	thyroid_cancer_	-776.87580
TCGA-CN-6998	head_and_neck_cancer	40.59773
TCGA-A2-A4S0	breast_cancer	-716.29114
TCGA-DJ-A2PS	thyroid_cancer_	8.24528
TCGA-C8-A138	breast_cancer	1119.02457
TCGA-EB-A299	melanoma	65.46667
TCGA-EI-6883	rectal_cancer	-195.15010
TCGA-FS-A1ZZ	melanoma	-834.08622
TCGA-A2-A04P	breast_cancer	612.75357
TCGA-EJ-5509	prostate_cancer	-216.20903
TCGA-RW-A68A	pheochromocytoma_&_paraganglioma	-1307.86150
TCGA-86-7953	lung_adenocarcinoma	1306.79782
TCGA-55-8512	lung_adenocarcinoma	215.31050
TCGA-AC-A23E	breast_cancer	275.94081
TCGA-DK-A3IL	bladder_cancer	-794.94769
TCGA-B0-4837	kidney_clear_cell_carcinoma	613.56469
TCGA-A2-A0YE	breast_cancer	-685.08643
TCGA-CJ-5684	kidney_clear_cell_carcinoma	1123.96438
TCGA-GD-A3OQ	bladder_cancer	14.61990
TCGA-CE-A27D	thyroid_cancer_	1467.12329
TCGA-D8-A27E	breast_cancer	-192.43854
TCGA-B0-5102	kidney_clear_cell_carcinoma	541.04649
TCGA-78-7149	lung_adenocarcinoma	-147.69716
TCGA-FC-A6HD	prostate_cancer	-1142.91376
TCGA-BC-4073	liver_cancer	1320.37978
TCGA-BH-A0E1	breast_cancer	-665.19255
TCGA-DV-5575	kidney_clear_cell_carcinoma	1069.28629
TCGA-05-4432	lung_adenocarcinoma	822.09472
TCGA-BQ-7058	kidney_papillary_cell_carcinoma	-543.43127
TCGA-A6-6782	colon_cancer	367.80331
TCGA-26-5139	glioblastoma	134.03494
TCGA-A2-A4RY	breast_cancer	183.48645
TCGA-DU-6404	lower_grade_glioma	-794.33212
TCGA-EJ-A46E	prostate_cancer	-732.56763
TCGA-EL-A4KD	thyroid_cancer_	-139.14965
TCGA-E2-A574	breast_cancer	-1178.14545
TCGA-44-6777	lung_adenocarcinoma	2264.99228
TCGA-A7-A5ZX	breast_cancer	-513.41997
TCGA-KK-A6E0	prostate_cancer	-1108.98361
TCGA-SR-A6MU	pheochromocytoma_&_paraganglioma	-711.89666
TCGA-AO-A0JJ	breast_cancer	1154.40392
TCGA-JL-A3YW	breast_cancer	1229.83593
TCGA-BJ-A0Z3	thyroid_cancer_	1110.23934
TCGA-HC-7213	prostate_cancer	-578.22654
TCGA-EW-A1PC	breast_cancer	-767.63223
TCGA-D5-5537	colon_cancer	-573.02264
TCGA-EE-A2GC	melanoma	1305.89671
TCGA-HT-7485	lower_grade_glioma	-523.04467
TCGA-AZ-6601	colon_cancer	811.46872
TCGA-DD-A11B	liver_cancer	-728.53987
TCGA-06-2570	glioblastoma	487.00025
TCGA-D3-A51R	melanoma	-1853.01235
TCGA-EZ-7264	lower_grade_glioma	-1479.51450
TCGA-BH-A0B8	breast_cancer	49.11391
TCGA-EM-A3AL	thyroid_cancer_	-1048.46768
TCGA-BH-A5J0	breast_cancer	1326.35393
TCGA-DV-5569	kidney_clear_cell_carcinoma	1105.00655
TCGA-HE-A5NJ	kidney_papillary_cell_carcinoma	-1060.90941
TCGA-EK-A2RO	cervical_cancer	-167.77562
TCGA-50-6594	lung_adenocarcinoma	378.11699
TCGA-HC-8266	prostate_cancer	1087.63503
TCGA-46-3765	lung_squamous_cell_carcinoma	471.52814
TCGA-DU-8163	lower_grade_glioma	147.46100
TCGA-AR-A24K	breast_cancer	-995.73477
TCGA-HT-8564	lower_grade_glioma	-683.69573
TCGA-EJ-5505	prostate_cancer	-1156.72019
TCGA-CJ-4890	kidney_clear_cell_carcinoma	2743.30423
TCGA-BH-A1F8	breast_cancer	-43.52444
TCGA-AC-A5EH	breast_cancer	344.64133
TCGA-E9-A244	breast_cancer	-561.68149
TCGA-28-5207	glioblastoma	-131.82870
TCGA-B0-4824	kidney_clear_cell_carcinoma	1752.34715
TCGA-CV-7255	head_and_neck_cancer	-649.26333
TCGA-BQ-7051	kidney_papillary_cell_carcinoma	-1063.89905
TCGA-A3-3322	kidney_clear_cell_carcinoma	448.87065
TCGA-L6-A4EP	thyroid_cancer_	-280.55066
TCGA-AO-A0JC	breast_cancer	3459.34632
TCGA-SP-A6QD	pheochromocytoma_&_paraganglioma	-864.69304
TCGA-MU-A51Y	cervical_cancer	1435.19453
TCGA-86-8669	lung_adenocarcinoma	744.53447
TCGA-BP-5195	kidney_clear_cell_carcinoma	1058.73595
TCGA-FS-A4FD	melanoma	-400.62809
TCGA-DB-A4XG	lower_grade_glioma	-1707.77000
TCGA-DJ-A2Q0	thyroid_cancer_	-765.50214
TCGA-QR-A70E	pheochromocytoma_&_paraganglioma	-1319.09609
TCGA-BJ-A0ZB	thyroid_cancer_	-549.63175
TCGA-CV-7421	head_and_neck_cancer	-230.53226
TCGA-QT-A5XO	pheochromocytoma_&_paraganglioma	-1030.50492
TCGA-05-4384	lung_adenocarcinoma	767.76862
TCGA-E8-A242	thyroid_cancer_	967.54138
TCGA-15-1444	glioblastoma	545.11453
TCGA-BF-A1PU	melanoma	-1187.92836
TCGA-WB-A81P	pheochromocytoma_&_paraganglioma	-973.37454
TCGA-A2-A0EN	breast_cancer	1633.70400
TCGA-OR-A5K5	adrenocortical_cancer	-976.97038
TCGA-DU-5855	lower_grade_glioma	129.71121
TCGA-QR-A6GR	pheochromocytoma_&_paraganglioma	-657.11329
TCGA-49-4494	lung_adenocarcinoma	896.17280
TCGA-60-2710	lung_squamous_cell_carcinoma	822.05467
TCGA-HD-7753	head_and_neck_cancer	240.72507
TCGA-EL-A3CY	thyroid_cancer_	2624.95096
TCGA-EL-A3H4	thyroid_cancer_	-520.28061
TCGA-B0-4815	kidney_clear_cell_carcinoma	2501.34398
TCGA-97-A4M7	lung_adenocarcinoma	1686.78876
TCGA-CZ-5984	kidney_clear_cell_carcinoma	1220.40429
TCGA-BJ-A290	thyroid_cancer_	-914.37350
TCGA-CN-6988	head_and_neck_cancer	-923.50165
TCGA-EM-A2OY	thyroid_cancer_	-1108.79423
TCGA-AA-3697	colon_cancer	1065.33059
TCGA-A2-A0D4	breast_cancer	-994.45517
TCGA-W2-A7HB	pheochromocytoma_&_paraganglioma	-1342.35686
TCGA-B6-A0I5	breast_cancer	88.58803
TCGA-E9-A3X8	breast_cancer	980.14946
TCGA-55-7283	lung_adenocarcinoma	769.03354
TCGA-CN-4739	head_and_neck_cancer	653.93074
TCGA-G9-6364	prostate_cancer	-1042.29979
TCGA-D8-A1XQ	breast_cancer	966.07647
TCGA-FD-A3N5	bladder_cancer	-80.85263
TCGA-AO-A0J4	breast_cancer	826.44492
TCGA-G7-6793	kidney_papillary_cell_carcinoma	-190.31145
TCGA-B3-3925	kidney_papillary_cell_carcinoma	497.24482
TCGA-D3-A51E	melanoma	1100.99340
TCGA-EJ-A65E	prostate_cancer	-1199.97199
TCGA-41-2571	glioblastoma	-505.49610
TCGA-DJ-A2Q7	thyroid_cancer_	-32.84842
TCGA-CJ-5679	kidney_clear_cell_carcinoma	-436.59238
TCGA-B9-A69E	kidney_papillary_cell_carcinoma	1304.93945
TCGA-A8-A08A	breast_cancer	311.55188
TCGA-C8-A12W	breast_cancer	232.98420
TCGA-E9-A1R6	breast_cancer	-574.42280
TCGA-GN-A26D	melanoma	-279.72400
TCGA-FR-A3YO	melanoma	457.25206
TCGA-A8-A082	breast_cancer	-82.99027
TCGA-ET-A3DT	thyroid_cancer_	1802.57741
TCGA-GM-A2D9	breast_cancer	87.65547
TCGA-D8-A1JK	breast_cancer	1140.53535
TCGA-E2-A10E	breast_cancer	-217.54643
TCGA-D3-A2JB	melanoma	2379.99002
TCGA-W2-A7HD	pheochromocytoma_&_paraganglioma	-944.57826
TCGA-EW-A1PA	breast_cancer	-232.93666
TCGA-BH-A1EY	breast_cancer	980.16649
TCGA-FS-A1YX	melanoma	-44.79702
TCGA-LL-A5YN	breast_cancer	1972.02060
TCGA-EJ-5494	prostate_cancer	-647.29145
TCGA-EP-A3RK	liver_cancer	1304.50056
TCGA-EJ-7786	prostate_cancer	-1079.97285
TCGA-CE-A3MD	thyroid_cancer_	109.34758
TCGA-G9-6356	prostate_cancer	-309.27261
TCGA-A2-A1G0	breast_cancer	301.51956
TCGA-HZ-8638	pancreatic_cancer	149.85487
TCGA-DM-A1D4	colon_cancer	-523.57366
TCGA-CM-6172	colon_cancer	-423.37628
TCGA-CV-5977	head_and_neck_cancer	-163.58997
TCGA-B1-5398	kidney_papillary_cell_carcinoma	1931.43430
TCGA-A8-A09V	breast_cancer	-717.90120
TCGA-06-0184	glioblastoma	1227.59972
TCGA-A8-A09C	breast_cancer	-821.86077
TCGA-HT-7695	lower_grade_glioma	-1428.41946
TCGA-G4-6297	colon_cancer	197.43895
TCGA-CQ-6221	head_and_neck_cancer	330.51201
TCGA-OL-A66J	breast_cancer	-83.57518
TCGA-53-A4EZ	lung_adenocarcinoma	-158.96206
TCGA-GN-A265	melanoma	2159.06621
TCGA-QT-A69Q	pheochromocytoma_&_paraganglioma	-464.88715
TCGA-64-1677	lung_adenocarcinoma	802.40936
TCGA-EE-A2GU	melanoma	1163.22811
TCGA-HT-7874	lower_grade_glioma	-1454.63279
TCGA-J4-A67M	prostate_cancer	59.93455
TCGA-BH-A0DZ	breast_cancer	-297.00350
TCGA-AN-A0G0	breast_cancer	-372.15818
TCGA-CR-6478	head_and_neck_cancer	1909.40804
TCGA-CN-4728	head_and_neck_cancer	1560.10295
TCGA-EE-A20B	melanoma	533.13278
TCGA-CV-5443	head_and_neck_cancer	1361.29217
TCGA-DU-6542	lower_grade_glioma	81.58141
TCGA-AK-3460	kidney_clear_cell_carcinoma	858.66066
TCGA-IR-A3LF	cervical_cancer	-0.07413
TCGA-G3-A25Z	liver_cancer	-32.98889
TCGA-D3-A1Q3	melanoma	848.43345
TCGA-A2-A25D	breast_cancer	1381.97021
TCGA-D3-A5GT	melanoma	-928.88434
TCGA-E9-A1RA	breast_cancer	-114.44820
TCGA-AC-A2FG	breast_cancer	-405.16743
TCGA-55-7995	lung_adenocarcinoma	1934.21743
TCGA-KL-8324	kidney_chromophobe	-723.51281
TCGA-44-6776	lung_adenocarcinoma	1262.84273
TCGA-A2-A0CT	breast_cancer	-614.99268
TCGA-D8-A1JU	breast_cancer	511.70008
TCGA-G9-6329	prostate_cancer	-585.29813
TCGA-OR-A5JA	adrenocortical_cancer	-681.83033
TCGA-CQ-7068	head_and_neck_cancer	1448.24146
TCGA-EJ-A46F	prostate_cancer	-1353.48826
TCGA-CR-6484	head_and_neck_cancer	1734.16454
TCGA-A2-A0EW	breast_cancer	416.37462
TCGA-EJ-5522	prostate_cancer	-558.57086
TCGA-AN-A041	breast_cancer	-235.95548
TCGA-BP-4972	kidney_clear_cell_carcinoma	1350.06229
TCGA-CV-7422	head_and_neck_cancer	192.63259
TCGA-DJ-A13W	thyroid_cancer_	-364.91783
TCGA-BH-A0BO	breast_cancer	642.04767
TCGA-DJ-A2Q1	thyroid_cancer_	1096.20923
TCGA-06-0649	glioblastoma	952.89680
TCGA-43-6647	lung_squamous_cell_carcinoma	2183.84864
TCGA-DU-6393	lower_grade_glioma	-1400.74215
TCGA-ET-A25K	thyroid_cancer_	-568.47684
TCGA-32-1970	glioblastoma	-395.76750
TCGA-SQ-A6I4	pheochromocytoma_&_paraganglioma	-302.25710
TCGA-CJ-4872	kidney_clear_cell_carcinoma	1463.78643
TCGA-KK-A5A1	prostate_cancer	-555.18750
TCGA-B0-4842	kidney_clear_cell_carcinoma	1790.69610
TCGA-DA-A1I4	melanoma	1196.24527
TCGA-66-2788	lung_squamous_cell_carcinoma	1084.91557
TCGA-E9-A1RH	breast_cancer	-333.64708
TCGA-F4-6569	colon_cancer	496.34382
TCGA-SP-A6QK	pheochromocytoma_&_paraganglioma	-317.85730
TCGA-78-7166	lung_adenocarcinoma	187.50228
TCGA-AC-A2BM	breast_cancer	208.97353
TCGA-JL-A3YX	breast_cancer	-786.75513
TCGA-CA-6717	colon_cancer	753.75758
TCGA-N5-A4RS	uterine_carcinosarcoma_	-1492.18197
TCGA-H2-A2K9	thyroid_cancer_	686.60493
TCGA-ER-A2NF	melanoma	350.06332
TCGA-50-5044	lung_adenocarcinoma	1010.86531
TCGA-G9-6354	prostate_cancer	-1052.07228
TCGA-E9-A1RG	breast_cancer	121.67284
TCGA-CV-6962	head_and_neck_cancer	-175.06025
TCGA-QT-A5XJ	pheochromocytoma_&_paraganglioma	-1247.26734
TCGA-05-4395	lung_adenocarcinoma	854.12898
TCGA-A2-A0CO	breast_cancer	1356.62037
TCGA-AO-A1KT	breast_cancer	-6.20941
TCGA-C5-A7UH	cervical_cancer	110.37388
TCGA-CJ-4634	kidney_clear_cell_carcinoma	492.87918
TCGA-EM-A2CN	thyroid_cancer_	-1308.94104
TCGA-HT-A614	lower_grade_glioma	-723.52664
TCGA-C5-A1ML	cervical_cancer	18.13458
TCGA-J2-A4AD	lung_adenocarcinoma	-399.87841
TCGA-G9-6373	prostate_cancer	-547.02094
TCGA-06-0882	glioblastoma	882.89396
TCGA-CR-7371	head_and_neck_cancer	773.43478
TCGA-BT-A20O	bladder_cancer	2816.00609
TCGA-E9-A54X	breast_cancer	-1431.89591
TCGA-A2-A04Y	breast_cancer	750.78240
TCGA-EJ-7331	prostate_cancer	-219.48832
TCGA-D5-6539	colon_cancer	-40.61259
TCGA-55-6971	lung_adenocarcinoma	2188.10656
TCGA-CS-6666	lower_grade_glioma	-519.77041
TCGA-G7-6796	kidney_papillary_cell_carcinoma	481.66839
TCGA-HT-7880	lower_grade_glioma	-1115.53392
TCGA-NI-A4U2	liver_cancer	-298.35325
TCGA-60-2709	lung_squamous_cell_carcinoma	1888.32007
TCGA-EW-A1P6	breast_cancer	-571.67092
TCGA-15-0742	glioblastoma	-633.69222
TCGA-BP-5169	kidney_clear_cell_carcinoma	1929.10238
TCGA-EE-A17Z	melanoma	-1236.28069
TCGA-FS-A1ZQ	melanoma	-64.41656
TCGA-DH-A66F	lower_grade_glioma	-1173.52504
TCGA-EM-A4FV	thyroid_cancer_	571.78781
TCGA-HC-7077	prostate_cancer	-1426.70595
TCGA-BT-A0S7	bladder_cancer	-560.29530
TCGA-BH-A0DP	breast_cancer	437.69269
TCGA-E2-A1LK	breast_cancer	-345.81278
TCGA-16-1045	glioblastoma	1397.17258
TCGA-BJ-A192	thyroid_cancer_	-565.61389
TCGA-D8-A1Y1	breast_cancer	161.00643
TCGA-C8-A131	breast_cancer	158.97389
TCGA-EW-A1OZ	breast_cancer	180.11473
TCGA-HT-7480	lower_grade_glioma	-1324.71315
TCGA-ET-A3BP	thyroid_cancer_	-384.35383
TCGA-DU-7309	lower_grade_glioma	-864.01074
TCGA-DS-A0VM	cervical_cancer	275.77316
TCGA-HT-7478	lower_grade_glioma	975.88430
TCGA-N9-A4Q3	uterine_carcinosarcoma_	-760.81053
TCGA-HT-8114	lower_grade_glioma	404.70649
TCGA-EJ-5512	prostate_cancer	-1151.29070
TCGA-J8-A3YE	thyroid_cancer_	-957.36252
TCGA-KN-8434	kidney_chromophobe	-72.23165
TCGA-D9-A3Z3	melanoma	1107.48002
TCGA-B0-4707	kidney_clear_cell_carcinoma	217.63046
TCGA-97-7547	lung_adenocarcinoma	616.88068
TCGA-BP-5198	kidney_clear_cell_carcinoma	1375.97223
TCGA-A3-3372	kidney_clear_cell_carcinoma	1026.98582
TCGA-A2-A3XT	breast_cancer	1196.07901
TCGA-EM-A3OB	thyroid_cancer_	-1112.69850
TCGA-76-4926	glioblastoma	-424.36404
TCGA-HZ-A4BH	pancreatic_cancer	1090.79027
TCGA-BH-A1FJ	breast_cancer	183.20838
TCGA-55-8619	lung_adenocarcinoma	2150.43413
TCGA-DB-5279	lower_grade_glioma	-984.18550
TCGA-78-7148	lung_adenocarcinoma	420.30029
TCGA-NJ-A4YQ	lung_adenocarcinoma	2022.22246
TCGA-EB-A4IQ	melanoma	-585.10662
